,ID,region,field,M05_age_opt,M05_AV_opt,M13_age_opt,M13_AV_opt,BC_age_opt,BC_AV_opt,x2_spectra_M05_opt,x2_photo_M05_opt,x2_spectra_M13_opt,x2_photo_M13_opt,x2_spectra_BC_opt,x2_photo_BC_opt,M05_age_MCMC50,M05_age_std,M05_AV_MCMC50,M05_AV_std,M13_age_MCMC50,M13_age_std,M13_AV_MCMC50,M13_AV_std,BC_age_MCMC50,BC_age_std,BC_AV_MCMC50,BC_AV_std,x2_spectra_M05_MCMC50,x2_photo_M05_MCMC50,x2_spectra_M13_MCMC50,x2_photo_M13_MCMC50,x2_spectra_BC_MCMC50,x2_photo_BC_MCMC50,x2_M05_opt,x2_M13_opt,x2_BC_opt,x2_M05_MCMC50,x2_M13_MCMC50,x2_BC_MCMC50,min_2,model,grism_index,grism_index_AV_corr,age_opt,age_opt_std,AV_opt,AV_opt_std,M_K,BC_ML,BC_mass,M05_ML,M05_mass,M13_mass,best_mass,radius,use_phot,z_best,z_type,z_spec,u,g,r,i,z,U,V,J,H,B,K,Mr,color,FAST_mass,SFR,sSFR,ltau,SNR_F160W,SNR_F140W,SNR_F125W,SNR_F606W,F160W_mag,F140W_mag,F125W_mag,F606W_mag,flux_ratio_AV_corr,flux_ratio_err_AV_corr,SNR1,SNR2
24,13683,3,cosmos,1.29296818,0.150650935,1.048895407,0.5450842126,1.800011218,0.3641355386,2.726243927,0.3288894452,2.016524161,0.5894297591,1.713176324,0.8795731164,1.605790694,0.6176382157,0.1881370809,0.07875215435,1.169480721,0.5111941009,0.5367003673,0.2465752365,1.951773753,0.7863349142,0.3201001237,0.2863709211,2.773958718,0.6268490174,1.782121472,0.7698003863,1.938137209,0.7948558866,0.6719911029,0.647165097,0.7140836612,0.8104666799,0.6798679766,0.7210276459,0.647165097,2,1.096871865,1.102099274,1.048895407,0.5111941009,0.5450842126,0.2465752365,-20.551638823182400,0.41779,7475040843.81492,0.18743,3353471613.3852700,5891215982.4634500,5891215982.4634500,9.08,1.0,0.2093,2.0,-1.0,22.715642808723900,21.349838698013300,20.675331203435100,20.37410592358990,20.1430409238766,22.642874960487500,20.937331379970100,19.782801876502700,19.57642380265890,21.61305834639210,19.85749979771760,-19.18466879656490,2.040311605288770,9.57,-0.97,-10.54,8.6,366.5813794164120,597.4219854864770,890.8962057016650,544.9676499303150,19.773215046268700,19.85839236781210,19.97367346419930,21.26082562136770,1.1145935430742300,0.015152795893598000,30.32786501883570,31.196367003060300
25,14860,3,cosmos,2.644134526,0.01281799851,1.403254462,0.2864584118,1.949985296,0.08375491874,1.695562805,0.7939487604,1.823065023,0.9712210764,1.840443686,1.061657366,2.818438521,1.007695302,0.01904882705,0.01112480022,1.550324411,0.5925516922,0.2334446752,0.1855269078,1.892252071,0.4285492569,0.1201451066,0.07582763598,1.648936523,0.8321389403,1.925049989,0.9812027186,1.727044078,1.327902485,0.6735324434,0.7751645337,0.8177568499,0.6810400193,0.7992959924,0.9111950623,0.6735324434,1,1.115129332,1.115577116,2.644134526,1.007695302,0.01281799851,0.01112480022,-21.51978540385080,0.5062800000000000,22095555928.50500,0.31652,13813868536.166600,19575136678.98420,19575136678.98420,10.62,1.0,0.3764,2.0,-1.0,22.943765804637100,21.439707833481000,20.749381112574400,20.437520985015500,20.17416993175850,22.87314095265970,21.011174022851500,19.7753519800731,19.56965345393210,21.71269986001900,19.944351900649200,-20.43061888742560,2.1943846920627100,10.08,-8.56,-18.64,8.0,355.8285518770370,610.924031272506,887.261310049452,400.40050738435500,19.8952053404693,20.013764663734700,20.146821472086300,21.83165641762190,1.1226945116523700,0.01432520072521370,55.661215284718900,34.66477793856310
26,16320,3,cosmos,2.602770255,0.4022421444,1.322079983,0.6869030286,1.800003361,0.5473059612,3.468247242,1.343923349,3.459550448,0.8234366806,3.851140785,0.8396190553,3.441765539,1.064079157,0.3705195275,0.05251971196,1.629242617,0.5277145347,0.6228082273,0.1420017299,1.523205585,0.8562141682,0.6298068351,0.4038267899,4.921385404,1.73792421,3.201832848,1.234086299,21.52169167,0.8543197441,1.256240233,1.028841792,1.111896259,1.709261986,1.156878299,4.549446161,1.028841792,2,1.095597488,1.109614931,1.322079983,0.5277145347,0.6869030286,0.1420017299,-22.075885967950800,0.52775,38439933630.999600,0.31652,23054491317.63900,23054491317.63900,23054491317.63900,13.8,1.0,0.2204,3.0,-1.0,21.764473939645200,20.199890058047200,19.482187016794700,19.147007419632900,18.865462380454700,21.69311867741300,19.764346393198700,18.47156810545590,18.259622525850500,20.487640324541400,18.545563762149200,-20.497812983205300,2.2822869228504600,10.15,-0.95,-11.09,8.6,944.9231657822740,1848.3404626636800,2331.313495525900,1157.9339616495100,18.468095440849300,18.56637305416030,18.675145982375800,20.058786085140100,1.1153717610121300,0.018323254877337000,89.61655024472020,94.6429015194002
27,24252,7,cosmos,2.635908866,0.5096043164,1.25615773,0.8032980413,1.208596895,0.6850725388,4.127735078,1.143470603,5.267433561,0.5613579711,7.486001475,0.2320296205,3.417344783,1.13398125,0.477692538,0.05377202454,1.142308802,0.6703278815,0.8276690523,0.419401272,0.8685372521,0.6508197527,1.248696809,0.4612689428,6.161305255,1.452967012,5.787070478,0.4628356077,12.41656633,0.5777366483,1.297369521,1.266236272,1.554212476,1.826451051,1.324412289,2.661520027,1.266236272,2,1.073026963,1.090005574,1.25615773,0.6703278815,0.8032980413,0.419401272,-22.29719060784660,0.6906400000000000,61677671711.36730,0.63498,56706950051.08880,56706950051.08880,56706950051.08880,22.2,1.0,0.2201,1.0,0.2201,21.494763718699500,19.99068106108590,19.233980325252700,18.871132573902800,18.55157008818780,21.4220249709665,19.538392067014700,18.14048111466990,17.918841087786200,20.279927756479200,18.18999066065340,-20.736019674747300,2.260783393446740,10.32,-0.39,-10.72,8.8,595.660307031838,1395.7472121218900,2160.863731308190,596.9471538115360,18.120326526635600,18.22189789136100,18.359725973795400,19.900832283816000,1.0886778451987000,0.004729384663548930,63.84452597227550,106.94958098823400
28,25114,7,cosmos,2.408518094,0.2038468515,1.262183904,0.5121718923,1.609016121,0.4539923026,1.402147742,0.2532737404,1.46685762,0.2019707971,2.474212989,0.2299829246,2.863506866,1.122132511,0.1837492898,0.05777338778,1.514194274,0.5473171206,0.4537691407,0.1595700802,1.508556474,0.7537026608,0.4614463217,0.3661146318,4.274869837,0.4410883605,1.928308679,0.3153460062,2.756944031,0.2284251165,0.3820941956,0.37241163,0.580162111,1.021350374,0.5111790892,0.6343857968,0.37241163,2,1.10466605,1.111805284,1.262183904,0.5473171206,0.5121718923,0.1595700802,-21.24563925899140,0.36965,12532751084.084700,0.31652,10731411803.420700,15207098016.058000,15207098016.058000,10.69,1.0,0.2074,2.0,-1.0,22.267251632290400,20.687537721800800,19.983856288404500,19.665147292096200,19.394186947356500,22.196675005159800,20.245176464339000,19.024628045805100,18.82879935660600,20.982376268947300,19.099742989808600,-19.85614371159550,2.2833953438858500,9.84,-3.58,-13.42,8.2,775.3875787671030,996.1575370905910,1608.5429881599900,528.2343726464830,19.00034214175880,19.09308341615340,19.204222760590800,20.53008156244030,1.1209749626959000,0.00839791182016163,68.669885302739,58.70111884939280
29,25888,7,cosmos,2.679579511,0,0.9645243006,0.3066821502,1.278102291,0.322277833,1.943645417,2.074325617,1.83221952,0.6231554065,1.958873565,0.918689659,,,,,1.095222133,0.4482203324,0.307709609,0.1902184844,1.241725769,0.470264396,0.2818905633,0.2936086098,,,1.747460142,0.8404737372,4.501276455,1.303951136,1.27694097,0.6260029603,0.7787548047,,0.703785215,1.439494426,0.6260029603,2,1.070936946,1.070936946,0.9645243006,0.4482203324,0.3066821502,0.1902184844,-20.5543347290103,0.41779,7493624589.787290,0.18743,3361808700.2174100,5905862171.504280,5905862171.504280,8.09,1.0,0.2371,3.0,-1.0,22.49372092178770,21.126893934571100,20.548110733452200,20.292886389046900,20.0639176692453,22.405438123529100,20.78608675346060,19.7532176735528,19.597261601384900,21.35165073572840,19.8923806429897,-19.591889266547800,1.9456101883355300,9.51,-0.84,-10.35,8.4,422.5892626871470,672.7289315315920,1058.7362862240400,442.03719895561000,19.739194572486200,19.834151636466600,19.930832103261700,21.051190072670300,1.0801173582764200,0.013954853851203600,24.13250375491940,34.11894981847050
30,14034,10,cosmos,1.500401721,0.5605484876,0.9710221672,0.9059654035,1.72791317,0.6598165324,14.82906278,0.8389284903,6.847693885,0.7664008869,9.420793192,0.8385890202,1.203697965,0.7675701862,0.5208096518,0.1158253336,0.7208334802,0.3815128871,1.094518618,0.3742717341,0.6103275638,1.12815151,1.479570864,0.6179870949,17.57790448,0.3345589398,6.42635785,0.805141439,9.093907432,1.17356666,3.243232133,1.662000073,2.192935487,3.55826727,1.596987143,2.274726028,1.596987143,2,1.086603917,1.105659504,0.7208334802,0.3815128871,1.094518618,0.3742717341,-24.342552352788100,0.41779,245459012022.46900,0.18743,110118438984.58900,193450722863.0020,193450722863.0020,23.62,1.0,0.3743,1.0,0.3743,21.17898747304850,19.627475962125000,18.837852493584200,18.457635528426300,18.12641485271640,21.107495914018200,19.149564169482600,17.650337367671700,17.405856177610700,19.929049778693200,17.73207106841190,-22.33214750641580,2.3411349794643300,10.93,0.39,-10.54,8.6,809.9419011497330,2163.576995895780,2397.779561284820,958.7237722974300,17.779158336326200,17.931114993008600,18.09107215651880,19.996558248443800,1.1164983811839000,0.010850330112323500,75.30408652156750,118.50406141050200
31,16377,10,cosmos,2.357310902,0.2404340458,1.211021526,0.5600596959,1.278100285,0.6068322507,1.632138536,0.5752953911,1.69959164,0.2583091813,2.255665184,0.3117827825,2.940657515,1.069340613,0.2332802335,0.05636160293,1.309544498,0.6022339347,0.5418740005,0.3234123368,1.193902194,0.633849806,0.5872823134,0.406545918,4.043103773,1.007227112,1.598774368,0.3461759165,22.55805089,0.7265170849,0.5663977238,0.4420339179,0.5731982624,1.221854085,0.4605612764,4.695259166,0.4420339179,2,1.104130908,1.11241781,1.211021526,0.6022339347,0.5600596959,0.3234123368,-21.302204915322100,0.36965,13203001622.799900,0.31652,11305326859.593200,16020372417.598100,16020372417.598100,9.24,1.0,0.2235,1.0,0.2235,22.406772477988300,20.85007883921670,20.153271730887000,19.83004585444960,19.564610525324800,22.340700474004800,20.41253595403090,19.17582406968320,18.976456476486200,21.13771012101210,19.260697500377900,-19.856728269113000,2.253500747101340,9.86,-8.78,-18.64,8.0,815.8152798324510,1181.039311087970,1970.7890560685700,867.436419954631,19.177492320703200,19.265272195418700,19.37486715763290,20.73426577431640,1.1201115749223200,0.017767462478400900,48.19169378491250,67.13407493645060
35,17321,10,cosmos,2.558415336,0.2848240866,1.308807527,0.574756114,1.521517828,0.5989366145,1.9680415,0.7829795615,2.308260121,0.4162555502,2.236035136,0.3420072111,3.24179227,1.154169898,0.2564641124,0.05719093852,1.48440191,0.6444476564,0.5376137427,0.2191655708,1.81644234,0.7051346271,0.4442383465,0.3343792422,4.529199035,1.068281832,2.174413738,0.665450287,3.355443239,0.4300369242,0.72168412,0.6287156276,0.5824934666,1.342717976,0.7107896713,0.8380284669,0.5824934666,3,1.104196511,1.114217832,1.521517828,0.7051346271,0.5989366145,0.3343792422,-21.537767675217600,0.36965,16402036749.61170,0.31652,14044562889.184600,19902045356.272900,19902045356.272900,10.33,1.0,0.2184,2.0,-1.0,22.08663688979870,20.576065629495000,19.887504713518600,19.550137198591300,19.28247867370060,22.01882530142230,20.146959572375300,18.90132088541670,18.703833600715900,20.852242703153100,18.990217856382400,-20.072495286481400,2.1991321762801600,9.9,-1.0,-10.9,8.4,855.1274256433620,1506.5487326763400,2124.713986615320,1328.4207574058700,18.89076085544950,18.992842175679400,19.10841113545140,20.472728558486900,1.1220105723218100,0.020215272860138700,55.957740665211800,73.92232807364210
36,17943,10,cosmos,2.767831863,0.3683316307,1.570656877,0.594235296,1.356056797,0.7616974626,2.769523538,0.7045305896,2.73274846,0.582315851,2.553827091,0.2925099566,3.656710025,1.018328834,0.3225712049,0.058869254,1.829623193,0.5107205808,0.5310574663,0.1023648875,1.581768705,0.643711101,0.5850932952,0.3677584161,3.18342707,0.9590205207,2.757052577,0.7026499706,13.71601909,0.4928418547,0.843292198,0.7831528204,0.6227360914,1.034021717,0.8400551194,2.877026211,0.6227360914,3,1.095023022,1.107663753,1.356056797,0.643711101,0.7616974626,0.3677584161,-21.959199684934800,0.5582700000000000,36519444647.28530,0.39832,26056254486.013300,26056254486.013300,26056254486.013300,10.22,1.0,0.2207,1.0,0.2207,21.88724286034730,20.29696931393750,19.559808044170800,19.211706589835000,18.92137748452200,21.816015439068400,19.84651018338840,18.514770335237500,18.30514354980660,20.59103323330130,18.592018383565200,-20.42019195582920,2.3274348161764400,10.09,-1.52,-11.61,8.4,1314.2305741516300,2098.2819592694200,3730.924832992510,1527.3170944035500,18.505973171087100,18.6021667511654,18.736607417161900,20.164165393392000,1.113188646152950,0.013655497118751200,58.35433289482460,112.13509383132800
37,25830,11,cosmos,1.326329559,0.2733086798,0.9505771597,0.6645570252,1.800000971,0.4170151535,1.798464561,0.188560473,1.555227134,0.3875129962,1.500750247,0.4938733801,1.60601662,0.6158458763,0.2649991363,0.1226286288,1.038126278,0.4489353905,0.6760902995,0.2547536773,1.856888501,0.8279503454,0.410918936,0.3401873788,1.892101257,0.4873126722,1.63300388,0.4063688194,1.568473066,0.5360377002,0.4309859223,0.4700313831,0.5055766702,0.5787220978,0.4933105169,0.5370113462,0.4309859223,1,1.071197739,1.080460486,1.326329559,0.6158458763,0.2733086798,0.1226286288,-21.74054006122830,0.41779,22344676179.46770,0.18743,10024324795.513600,17610246710.607800,17610246710.607800,11.63,1.0,0.3861,2.0,-1.0,23.182503858744700,21.65108819813960,20.926103959219000,20.583612845042800,20.310803298526900,23.11429929821110,21.2035605261597,19.94734735034290,19.761849905002000,21.938337205569700,20.16310010207170,-20.31389604078100,2.256399899525670,10.04,-2.46,-12.49,8.4,209.91606997377300,538.2427054728210,617.9775988499660,208.55950582705100,20.072296980518400,20.186429034035900,20.332860785005400,22.08157667800470,1.0925802585206600,0.028706322419593600,25.691236694721800,22.042349288923100
38,26531,11,cosmos,1.296878382,0.3847834687,0.9992897771,0.7824213834,1.900016536,0.4968945685,2.44021206,0.3817364032,1.393822774,0.621958839,1.755570089,0.8638942803,1.594079539,0.6123233066,0.3995245069,0.0985843533,0.7955441686,0.5671224945,0.9224927045,0.463069702,1.847000747,0.969080466,0.5431716284,0.4110403183,2.900289324,0.7966545499,1.671328049,0.5477440259,1.934014073,0.891327653,0.6393680889,0.5403584854,0.7155163119,0.9086332921,0.5620596515,0.7620621482,0.5403584854,2,1.095872709,1.108958474,0.9992897771,0.5671224945,0.7824213834,0.463069702,-22.23284755128350,0.41779,35163902017.167800,0.18743,15775318114.549800,27713312328.01580,27713312328.01580,7.88,1.0,0.3344,2.0,-1.0,22.69329662056500,21.10727612722750,20.392784496982800,20.04247208770160,19.75573771851750,22.628553177517800,20.66138601940760,19.350537636167300,19.14184295070130,21.4009025979236,19.469597600616500,-20.52721550301720,2.3005121235821200,10.17,-24.5,-34.67,7.6,450.6646229039030,940.8089140414880,1482.8703853207300,545.7075968036510,19.430303796979100,19.547458753810200,19.70789310695220,21.356660663571100,1.1191260363358800,0.014198388006040400,55.51042283585540,47.12728194112230
39,25830,15,cosmos,1.251618421,0.3413519884,0.9038655419,0.8158924912,2.150003492,0.3837527976,1.914579545,0.2602927267,1.973774332,0.5207634578,1.980324987,0.5972991704,1.407911639,0.5792481806,0.3703086987,0.1241401221,1.035012734,0.4145636676,0.7932222805,0.2258194294,2.405818062,0.9907232183,0.3471380874,0.2813033281,1.961011179,0.381675003,1.762278574,0.9272648628,1.852624252,0.8228570428,0.4846393093,0.6090869253,0.6435487119,0.5462927478,0.7442996687,0.7165659272,0.4846393093,1,1.134496414,1.146701335,1.251618421,0.5792481806,0.3413519884,0.1241401221,-21.826770042028300,0.41779,24191681581.4404,0.18743,10852933001.769700,19065905344.607200,19065905344.607200,11.63,1.0,0.3861,2.0,-1.0,23.182503858744700,21.65108819813960,20.926103959219000,20.583612845042800,20.310803298526900,23.11429929821110,21.2035605261597,19.94734735034290,19.761849905002000,21.938337205569700,20.16310010207170,-20.31389604078100,2.256399899525670,10.04,-2.46,-12.49,8.4,209.91606997377300,538.2427054728210,617.9775988499660,208.55950582705100,20.072296980518400,20.186429034035900,20.332860785005400,22.08157667800470,1.1593481996204000,0.031904532869523200,20.33619038900030,21.872839765932300
40,17321,17,cosmos,2.374819238,0.2489482911,1.238808903,0.562840941,1.521500107,0.5763741185,1.80219267,0.6084769109,1.888890938,0.3049716384,2.065030345,0.2992400407,2.858412849,1.123570578,0.2382219743,0.06348393542,1.454637825,0.5819319086,0.5167137716,0.1878166954,1.594242831,0.7625631095,0.472055596,0.3935805484,3.653292463,0.9311081166,1.79764709,0.5676336337,7.271477767,0.4405715947,0.6138071546,0.4990263003,0.530742612,1.113153464,0.5952127757,1.602991895,0.4990263003,2,1.107846948,1.116484548,1.238808903,0.5819319086,0.562840941,0.1878166954,-21.527111561317600,0.36965,16241844007.742200,0.31652,13907394739.160200,19707669300.23170,19707669300.23170,10.33,1.0,0.2184,2.0,-1.0,22.08663688979870,20.576065629495000,19.887504713518600,19.550137198591300,19.28247867370060,22.01882530142230,20.146959572375300,18.90132088541670,18.703833600715900,20.852242703153100,18.990217856382400,-20.072495286481400,2.1991321762801600,9.9,-1.0,-10.9,8.4,855.1274256433620,1506.5487326763400,2124.713986615320,1328.4207574058700,18.89076085544950,18.992842175679400,19.10841113545140,20.472728558486900,1.1256937092636300,0.01810839671605280,32.023713338544300,59.603786169644100
41,18089,17,cosmos,2.06527692,0.4334929798,0.9992508839,0.8297892725,2.675003068,0.4021113017,2.528493015,0.8514653046,1.725564629,0.4158392305,2.846693702,0.6615083185,2.290921825,0.9692682502,0.4342578233,0.05860399815,0.7954136469,0.5219710241,0.9690556844,0.423559785,2.580278618,1.320389163,0.3783460869,0.2865567262,2.301102059,1.022259872,1.707851911,0.4760078533,3.269929439,0.7045420426,0.8602085915,0.5153903344,0.8396200303,0.8901203016,0.5380431759,0.9404633591,0.5153903344,2,1.09967777,1.114655561,0.9992508839,0.5219710241,0.8297892725,0.423559785,-22.99195338935680,0.41779,70752110058.92920,0.18743,31740989464.432100,55761027970.44420,55761027970.44420,11.31,1.0,0.3799,2.0,-1.0,22.42417885954550,20.7979469591662,20.0360285638859,19.672919707835000,19.362820489287300,22.35788074108530,20.33204158707320,18.910719472930300,18.68703801042990,21.104215782594800,19.03745530054320,-21.163971436114100,2.3881502956595500,10.5,-1.28,-11.78,8.6,639.470811042666,1293.2271284146700,2043.3513896591800,630.7310346857660,19.028648488403600,19.165260381726400,19.337558395265500,21.162287751871500,1.1272094530865200,0.011507741672702100,41.07518339055420,53.24606694526260
42,12390,20,cosmos,1.162083689,0.2017368295,0.9500163042,0.6334622452,1.381900846,0.6823234893,1.156588391,0.2532951997,0.9649714728,0.6141583552,0.9934229221,0.7918514153,1.37386937,0.5544714233,0.27338126,0.1181674483,1.009513723,0.4707756689,0.6888132124,0.2826751365,1.282729905,0.7737473401,0.6199193602,0.4961248856,1.059787585,0.4871595143,1.085815641,0.7971310952,1.356323451,0.7818044214,0.334422074,0.4537036979,0.5362850855,0.4170413753,0.5565149596,0.6023943153,0.334422074,1,1.093889333,1.10083075,1.162083689,0.5544714233,0.2017368295,0.1181674483,-20.54622931181180,0.40332,7180281703.8242700,0.16994,3025431599.5931200,5538835593.84617,5538835593.84617,11.57,1.0,0.228,3.0,-1.0,23.175950219649800,21.79709829750400,21.120527485755800,20.79169108716440,20.5231227916127,23.09747828308640,21.393847613861200,20.135543447278,19.94917967717060,22.047099551024500,20.236319845188200,-18.929472514244200,2.0554227338939600,9.42,-0.67,-10.1,8.6,280.9833342235820,460.5383118125460,499.9788429669510,269.3017985397930,20.127738636183500,20.23687797388310,20.35550824481170,21.77982093752580,1.1178690398761500,0.027476734728204400,22.425682568633600,21.752442190115100
44,12390,23,cosmos,1.201949531,0.1935443954,0.9936208333,0.6231875946,1.356061466,0.6760298692,2.123233866,0.2587641164,1.476129982,0.6090159749,1.479675823,0.7653008856,1.354703084,0.5692283229,0.2320937957,0.1033727028,0.7899793041,0.5511159423,0.7663315142,0.4042190282,1.418650053,0.7415135219,0.5494716672,0.464543521,2.017732684,0.4155950373,1.562600094,0.5262401704,3.479589869,1.007869338,0.5244918276,0.5507277772,0.6191894517,0.5720161008,0.5316222513,1.112712412,0.5244918276,1,1.012698579,1.018856678,1.201949531,0.5692283229,0.1935443954,0.1033727028,-20.436678526511800,0.41779,6724027041.3662000,0.18743,3016549913.50503,5299328311.415150,5299328311.415150,11.57,1.0,0.228,3.0,-1.0,23.175950219649800,21.79709829750400,21.120527485755800,20.79169108716440,20.5231227916127,23.09747828308640,21.393847613861200,20.135543447278,19.94917967717060,22.047099551024500,20.236319845188200,-18.929472514244200,2.0554227338939600,9.42,-0.67,-10.1,8.6,280.9833342235820,460.5383118125460,499.9788429669510,269.3017985397930,20.127738636183500,20.23687797388310,20.35550824481170,21.77982093752580,1.0353995053721800,0.015528920884987600,28.5133969472581,27.567041115021400
45,10494,24,cosmos,2.579077149,0.4765593408,1.290796183,0.7755801445,1.949990829,0.5388672845,4.100712165,0.6353073129,3.178799534,0.7999569045,3.12841249,0.8340197423,3.174284124,1.13388282,0.4476448962,0.05770563947,1.308355025,0.7759386227,0.7695186866,0.5812227827,2.126288184,1.04710223,0.4933382472,0.4163487193,6.142676513,0.9176355677,3.198771717,0.7953499254,4.018530201,0.7271924456,1.07175666,0.964145015,0.9691325185,1.590686619,0.9660252861,1.095645108,0.964145015,2,1.094251137,1.110627908,1.290796183,0.7759386227,0.7755801445,0.5812227827,-23.669164939225200,0.52775,166760895140.41400,0.31652,100015459080.70800,141728312846.64300,141728312846.64300,19.87,1.0,0.3662,2.0,-1.0,21.728791726924200,20.05733912746930,19.250153634571100,18.86893525832690,18.535293973017100,21.663106877269200,19.56655350532160,18.070109456468,17.823766381660900,20.381009748647100,18.159198017574800,-21.869846365428900,2.4786380923530800,10.79,-4.04,-14.83,8.2,597.4412497308440,1482.5348843382400,2507.382853794110,910.0514673926760,18.186009997365700,18.334725980095300,18.502879889411200,20.475820141565800,1.1171102638407500,0.01251787248950640,57.47907820506440,92.32934333708100
46,11218,24,cosmos,2.450740316,0.1909701614,1.092457492,0.5464337251,1.949991747,0.2611429105,4.670153787,0.6426855356,3.286535437,0.502964418,3.06427372,0.5591623242,2.954668588,1.122669022,0.1636229826,0.06133560623,1.185176744,0.4981184622,0.5167695703,0.1954508461,2.128891625,0.7292173595,0.2193937662,0.1810120563,6.152517945,1.10423072,3.35452032,0.5134781028,3.73586304,0.4483592903,1.185527424,0.8562734168,0.8374860994,1.673514815,0.8740336385,0.9198419079,0.8374860994,3,1.121439385,1.128060847,1.949991747,0.7292173595,0.2611429105,0.1810120563,-22.65388616623370,0.31829,39480028791.3435,0.18743,23248426894.849100,40841706708.77030,40841706708.77030,12.46,1.0,0.3607,1.0,0.3607,22.172638579888300,20.59991120611520,19.89875127616380,19.57013565267440,19.273755970199700,22.102888065912500,20.163904117877400,18.85299759485770,18.62617993983810,20.888199626312900,18.96549789526640,-21.191248723836200,2.273887303724490,10.41,-2.08,-12.49,8.4,665.5473957536390,1219.3480629009100,1991.8229955948900,963.993852013143,18.9639325934532,19.09187191479280,19.230183260530100,20.915844680179900,1.1375961993284600,0.02203200710129000,31.67439387442300,58.63956199739540
47,11319,24,cosmos,2.489659037,0.373233454,1.091400973,0.728905749,3.125001422,0.2996984024,2.169085558,0.4794747035,1.768500311,0.5203642375,13.83648427,0.6259051439,3.015551538,1.152148555,0.3466892445,0.06849945334,1.226652672,0.4873356077,0.6850866426,0.1908926729,3.425491767,1.478195248,0.1744344748,0.21070444,3.568697258,0.7980352221,2.004733698,0.4955294896,4.531855965,0.360761179,0.6291065114,0.5690547697,2.958120581,1.039019971,0.6041557084,1.036416602,0.5690547697,2,1.092215331,1.105041162,1.091400973,0.4873356077,0.728905749,0.1908926729,-22.84607263419390,0.31829,47125074294.555900,0.18743,27750330437.74110,48750432101.74340,48750432101.74340,10.03,1.0,0.3696,2.0,-1.0,22.439391466895800,20.80598261819880,20.06490501591120,19.70941072066310,19.39090449738560,22.376383143597100,20.340973230254400,18.94082877301080,18.695739677874600,21.11308680941890,19.008760619506100,-21.07509498408880,2.374486450984650,10.43,-6.05,-16.49,8.2,649.7004800693970,991.6424536146420,1618.0201571098000,602.8118538742510,19.07567169379500,19.202441603915000,19.36405766070730,21.174917513761200,1.1160078819026900,0.012592685579806800,49.42039925690000,57.012329615200500
48,11577,24,cosmos,2.651430458,0.3490217851,1.309420036,0.632929013,1.20859815,0.5471362057,3.886811514,1.127061991,4.886428903,0.5740334872,4.317746007,0.3129371337,3.336475022,1.116690205,0.3183963951,0.05595350303,1.399027752,0.6585528983,0.6159027149,0.3221671357,1.562122351,0.5361132509,0.5810252018,0.314130861,5.713423271,1.449109618,4.679798695,0.7215798511,13.40287086,0.5535927885,1.24347263,1.19775154,0.9741028916,1.737810911,1.221612848,2.842565452,0.9741028916,3,1.101741247,1.113750225,1.20859815,0.5361132509,0.5471362057,0.314130861,-22.422683337382200,0.36965,37056469951.64820,0.31652,31730322924.64680,31730322924.64680,31730322924.64680,17.58,1.0,0.2199,1.0,0.2199,21.437065527148400,19.88646760397130,19.190833507996200,18.8594456237297,18.581481173541800,21.363752973919400,19.45525753620680,18.184645549920600,17.968888164983600,20.170234567815600,18.256057094317800,-20.77916649200380,2.246232019152210,10.16,-0.74,-10.9,8.4,730.3778936570450,1607.4092258092900,2518.928193291910,1453.1768701685900,18.19747825811590,18.259138520395700,18.40047923567350,19.77117112715050,1.1245707034553900,0.007976250280610230,70.05917044121360,93.44863328863210
50,12923,24,cosmos,2.236409798,0.4245425619,0.9904786406,0.8206655892,2.350005562,0.4263733182,3.110420145,0.7908808191,2.619763449,0.3812767343,2.93542987,0.436306839,2.578007464,1.06592126,0.4131979084,0.08393895863,0.957704625,0.4857262998,0.8713131542,0.2882516459,2.567291401,1.119159428,0.3786380576,0.282741745,3.054356294,0.9660230343,3.428173451,0.456821209,3.036470316,0.4843410189,0.9469316071,0.6740331001,0.7591914299,1.01199608,0.8637658791,0.7996410205,0.6740331001,2,1.054462329,1.068404277,0.9904786406,0.4857262998,0.8206655892,0.2882516459,-22.51683400955240,0.41779,45676376548.17170,0.18743,20491450863.88810,35998385181.3011,35998385181.3011,9.69,1.0,0.3952,2.0,-1.0,23.046209331457600,21.42512699594680,20.676960418750600,20.317000857680700,19.997278216537100,22.975823002460500,20.964244277244200,19.511731799189500,19.243950790772300,21.728199558085100,19.59292460294760,-20.613039581249400,2.369248912706980,10.21,-2.28,-12.49,8.4,527.167738310756,646.2553476903270,1002.5051021574700,357.92168120101200,19.673239478947500,19.805043123371100,19.990845771521900,21.859450195383700,1.0783923493743900,0.015309646625051400,33.93646402996870,33.66337100471010
