,ID,region,field,M05_age_opt,M05_AV_opt,M13_age_opt,M13_AV_opt,BC_age_opt,BC_AV_opt,x2_spectra_M05_opt,x2_photo_M05_opt,x2_spectra_M13_opt,x2_photo_M13_opt,x2_spectra_BC_opt,x2_photo_BC_opt,M05_age_MCMC50,M05_age_std,M05_AV_MCMC50,M05_AV_std,M13_age_MCMC50,M13_age_std,M13_AV_MCMC50,M13_AV_std,BC_age_MCMC50,BC_age_std,BC_AV_MCMC50,BC_AV_std,x2_spectra_M05_MCMC50,x2_photo_M05_MCMC50,x2_spectra_M13_MCMC50,x2_photo_M13_MCMC50,x2_spectra_BC_MCMC50,x2_photo_BC_MCMC50,x2_M05_opt,x2_M13_opt,x2_BC_opt,x2_M05_MCMC50,x2_M13_MCMC50,x2_BC_MCMC50,min_chi2,min_2,alt_model,model,model_new,grism_index,grism_index_AV_corr,age_opt,age_opt_std,AV_opt,AV_opt_std,M_K,BC_ML,BC_mass,M05_ML,M05_mass,M13_mass,best_mass,radius,use_phot,z_best,z_type,z_spec,u,g,r,i,z,U,V,J,H,B,K,Mr,color,FAST_mass,SFR,sSFR,ltau,SNR_F160W,SNR_F140W,SNR_F125W,SNR_F606W,F160W_mag,F140W_mag,F125W_mag,F606W_mag,flux_ratio_AV_corr,flux_ratio_err_AV_corr,SNR1,SNR2
24,13683,3,cosmos,1.32744666,0.1618150381,0.9606845303,0.5491386209,1.609017313,0.4450486065,3.338521718,0.3596189673,1.355556509,0.5382209533,1.875375382,0.7588175097,1.676818134,0.6442938112,0.1822849431,0.08167644055000000,1.116118292,0.4533399885,0.5364065504,0.2027919882,1.792754437,0.7608278628,0.3678171953,0.3411434712,3.194640552,0.6691599727,1.102922675,0.6615081608,2.87736455,0.6745832510000000,0.8042058928,0.4966150961,0.6932127928,0.9105006755,0.5010236459,0.8512454967,0.4966150961,0.5010236459,2,2,2,1.096871865,1.102487649,0.9606845303,0.4533399885,0.5491386209,0.2027919882,-20.551638823182400,0.41779,7475040843.81492,0.18743,3353471613.3852700,5891215982.4634500,5891215982.4634500,9.08,1.0,0.2093,2.0,-1.0,22.715642808723900,21.349838698013300,20.675331203435100,20.37410592358990,20.1430409238766,22.642874960487500,20.937331379970100,19.782801876502700,19.57642380265890,21.61305834639210,19.85749979771760,-19.18466879656490,2.040311605288770,9.57,-0.97,-10.54,8.6,366.5813794164120,597.4219854864770,890.8962057016650,544.9676499303150,19.773215046268700,19.85839236781210,19.97367346419930,21.26082562136770,1.1145935430742300,0.015152795893598000,30.32786501883570,31.196367003060300
25,14860,3,cosmos,2.696470532,0.01469876946,1.412282454,0.2841373045,1.94998289,0.08359730688000000,1.957688776,0.8030191110000000,1.273985393,0.9659612986,2.624511177,1.062672522,2.85397627,0.9448058339,0.02009653711,0.01262211251,1.607248898,0.6017944841000000,0.2227353757,0.1791755189,1.881064774,0.4328893789,0.1221359723,0.07496935432,1.908446022,0.8426146152000000,1.3836248920000000,0.9563924806,2.535688147,1.355078487,0.72836406,0.6662662201,0.9704431885,0.7359730037000000,0.6834059125,1.079998238,0.6662662201,0.6834059125,2,2,2,1.115129332,1.115642834,1.412282454,0.6017944841000000,0.2841373045,0.1791755189,-21.51978540385080,0.5062800000000000,22095555928.50500,0.31652,13813868536.166600,19575136678.98420,19575136678.98420,10.62,1.0,0.3764,2.0,-1.0,22.943765804637100,21.439707833481000,20.749381112574400,20.437520985015500,20.17416993175850,22.87314095265970,21.011174022851500,19.7753519800731,19.56965345393210,21.71269986001900,19.944351900649200,-20.43061888742560,2.1943846920627100,10.08,-8.56,-18.64,8.0,355.8285518770370,610.924031272506,887.261310049452,400.40050738435500,19.8952053404693,20.013764663734700,20.146821472086300,21.83165641762190,1.1226945116523700,0.01432520072521370,55.661215284718900,34.66477793856310
26,16320,3,cosmos,2.706695827,0.408876017,1.390888431,0.6757496289,1.6090004570000000,0.6414497301,3.743714497,1.432532926,3.1506743310000000,0.9432835649,2.836985466,0.7916505137000000,3.540239234,1.057211742,0.3686229118,0.05689295677,1.655693298,0.5431476004,0.6228375662,0.1354173812,1.4944529220000000,0.8157338968000000,0.6477720015,0.4329560679,4.6784744830000000,1.770116451,2.779900285,1.273852983,2.945689973,0.8394627314,1.3481546830000000,1.020837609,0.8941712738000000,1.676055026,1.092194522,0.9360127775,0.8941712738000000,0.9360127775,3,3,3,1.095597488,1.10984761,1.6090004570000000,0.8157338968000000,0.6414497301,0.4329560679,-22.075885967950800,0.52775,38439933630.999600,0.31652,23054491317.63900,23054491317.63900,23054491317.63900,13.8,1.0,0.2204,3.0,-1.0,21.764473939645200,20.199890058047200,19.482187016794700,19.147007419632900,18.865462380454700,21.69311867741300,19.764346393198700,18.47156810545590,18.259622525850500,20.487640324541400,18.545563762149200,-20.497812983205300,2.2822869228504600,10.15,-0.95,-11.09,8.6,944.9231657822740,1848.3404626636800,2331.313495525900,1157.9339616495100,18.468095440849300,18.56637305416030,18.675145982375800,20.058786085140100,1.1153717610121300,0.018323254877337000,89.61655024472020,94.6429015194002
27,24252,7,cosmos,2.749363596,0.5171812685,1.341088289,0.7886251211,2.450002779,0.4845529835,4.115361978,1.23456133,5.848061989,0.6745564647,8.254198259000000,0.5968115776,3.569849294,1.016241042,0.4765109512,0.0561340385,1.4127158970000000,0.6611602502,0.7736397854000000,0.3111469566,2.020793881,1.168076504,0.5776128171,0.3203740686,4.956463583000000,1.510016912,5.739258355,0.7805668815000000,8.895112119,0.5801751428,1.334468594,1.428068335,1.861565086,1.6172409770000000,1.452912976,1.978799967,1.334468594,1.428068335,2,1,0,1.073026963,1.090260038,2.749363596,1.016241042,0.5171812685,0.0561340385,-22.29719060784660,0.6906400000000000,61677671711.36730,0.63498,56706950051.08880,56706950051.08880,56706950051.08880,22.2,1.0,0.2201,1.0,0.2201,21.494763718699500,19.99068106108590,19.233980325252700,18.871132573902800,18.55157008818780,21.4220249709665,19.538392067014700,18.14048111466990,17.918841087786200,20.279927756479200,18.18999066065340,-20.736019674747300,2.260783393446740,10.32,-0.39,-10.72,8.8,595.660307031838,1395.7472121218900,2160.863731308190,596.9471538115360,18.120326526635600,18.22189789136100,18.359725973795400,19.900832283816000,1.0886778451987000,0.004729384663548930,63.84452597227550,106.94958098823400
28,25114,7,cosmos,2.532010549,0.2111782176,1.301044342,0.5053822488,1.6090038010000000,0.4549340297,1.689546797,0.2795706127,1.438017176,0.2052472932,2.660432922,0.2292855126,3.0978899010000000,1.115502641,0.1847722028,0.06183173882,1.50168079,0.5531008537,0.4597001002,0.1507337548,1.875534913,0.7298398869,0.3407429508,0.3007521022,4.668274909,0.5051927237,1.691624876,0.3120054416,3.900374331,0.2822663301,0.4493035113,0.3682324007,0.6160188877,1.1255386510000000,0.4637724288,0.8797594126,0.3682324007,0.4493035113,1,2,0,1.10466605,1.112062908,1.301044342,0.5531008537,0.5053822488,0.1507337548,-21.24563925899140,0.36965,12532751084.084700,0.31652,10731411803.420700,15207098016.058000,15207098016.058000,10.69,1.0,0.2074,2.0,-1.0,22.267251632290400,20.687537721800800,19.983856288404500,19.665147292096200,19.394186947356500,22.196675005159800,20.245176464339000,19.024628045805100,18.82879935660600,20.982376268947300,19.099742989808600,-19.85614371159550,2.2833953438858500,9.84,-3.58,-13.42,8.2,775.3875787671030,996.1575370905910,1608.5429881599900,528.2343726464830,19.00034214175880,19.09308341615340,19.204222760590800,20.53008156244030,1.1209749626959000,0.00839791182016163,68.669885302739,58.70111884939280
29,25888,7,cosmos,2.703642598,7.13e-18,0.9632042747,0.306715372,1.278100312,0.3034648853,1.958121889,2.085532459,1.3982206680000000,0.6232884863,2.202193327,0.8409499020000000,0.0,0.0,0.0,0.0,1.101557573,0.4443547213,0.304598644,0.1922005872,1.344174474,0.4742275265,0.2474825677,0.2636622209,0.0,0.0,1.264052504,0.8387725298,8.512422679,1.114945368,1.284611797,0.5417890488,0.7922894102,,0.6091819233,2.136395165,0.5417890488,0.6091819233,2,2,2,1.070936946,1.070936946,0.9632042747,0.4443547213,0.306715372,0.1922005872,-20.5543347290103,0.41779,7493624589.787290,0.18743,3361808700.2174100,5905862171.504280,5905862171.504280,8.09,1.0,0.2371,3.0,-1.0,22.49372092178770,21.126893934571100,20.548110733452200,20.292886389046900,20.0639176692453,22.405438123529100,20.78608675346060,19.7532176735528,19.597261601384900,21.35165073572840,19.8923806429897,-19.591889266547800,1.9456101883355300,9.51,-0.84,-10.35,8.4,422.5892626871470,672.7289315315920,1058.7362862240400,442.03719895561000,19.739194572486200,19.834151636466600,19.930832103261700,21.051190072670300,1.0801173582764200,0.013954853851203600,24.13250375491940,34.11894981847050
30,14034,10,cosmos,4.1832659030000000,0.4596542856,0.9999485093,0.9046234212,1.749999975,0.5420570789,13.77630888,2.930896839,10.63069753,0.7676462991000000,29.80793351,1.138014627,5.4100405710000000,1.752087161,0.3821562246,0.08881713313000000,0.6734852638,0.4488986467,1.127238295,0.3758539395,2.121683925,0.913423178,0.5528416673,0.416566694,13.20069561,3.35254657,10.62402962,0.8642780673,11.46441198,0.8024582494,3.945998788,2.397103962,6.281449826,4.017078194,2.437713718,2.574086511,2.397103962,2.437713718,2,2,2,1.086603917,1.102205112,0.9999485093,0.4488986467,0.9046234212,0.3758539395,-24.342552352788100,0.41779,245459012022.46900,0.18743,110118438984.58900,193450722863.0020,193450722863.0020,23.62,1.0,0.3743,1.0,0.3743,21.17898747304850,19.627475962125000,18.837852493584200,18.457635528426300,18.12641485271640,21.107495914018200,19.149564169482600,17.650337367671700,17.405856177610700,19.929049778693200,17.73207106841190,-22.33214750641580,2.3411349794643300,10.93,0.39,-10.54,8.6,809.9419011497330,2163.576995895780,2397.779561284820,958.7237722974300,17.779158336326200,17.931114993008600,18.09107215651880,19.996558248443800,1.1164983811839000,0.010850330112323500,75.30408652156750,118.50406141050200
31,16377,10,cosmos,2.492696248,0.2488211012,1.25050002,0.5529024157,1.609001149,0.4897050709,1.83752617,0.6523546286,1.584318736,0.2892763714,1.99957419,0.32392455870000000,3.060937035,1.083719968,0.2283700622,0.05577144515,1.344978452,0.6703440444,0.5318641241,0.3851004889,1.7712962770000000,0.7682170951,0.4157832269,0.3662106419,4.775903456,1.073800359,1.4791301610000000,0.3878009272,4.549588159,0.4462692619,0.6396956597,0.4330797934,0.5287371533000000,1.393014864,0.4553801335,1.076940442,0.4330797934,0.4553801335,2,2,2,1.104130908,1.112708001,1.25050002,0.6703440444,0.5529024157,0.3851004889,-21.302204915322100,0.36965,13203001622.799900,0.31652,11305326859.593200,16020372417.598100,16020372417.598100,9.24,1.0,0.2235,1.0,0.2235,22.406772477988300,20.85007883921670,20.153271730887000,19.83004585444960,19.564610525324800,22.340700474004800,20.41253595403090,19.17582406968320,18.976456476486200,21.13771012101210,19.260697500377900,-19.856728269113000,2.253500747101340,9.86,-8.78,-18.64,8.0,815.8152798324510,1181.039311087970,1970.7890560685700,867.436419954631,19.177492320703200,19.265272195418700,19.37486715763290,20.73426577431640,1.1201115749223200,0.017767462478400900,48.19169378491250,67.13407493645060
35,17321,10,cosmos,2.634717609,0.289297604,1.3464227480000000,0.5679855316,1.521567781,0.5992361037,2.26665213,0.8327313149,2.2065116540000000,0.4638678071,2.541939202,0.3429354129,3.44921301,1.07951608,0.255733912,0.05818522494,1.44996624,0.7023103572,0.546511136,0.33981183020000000,1.590141737,0.8218382152,0.5178162678,0.4420708166,3.2239535110000000,1.122830052,2.02322826,0.6127083656,6.861714406,0.3026976805,0.8012416813,0.6296057630000000,0.6422948304,1.112927152,0.6585616626000000,1.463636985,0.6296057630000000,0.6422948304,3,2,0,1.104196511,1.114375953,1.3464227480000000,0.7023103572,0.5679855316,0.33981183020000000,-21.537767675217600,0.36965,16402036749.61170,0.31652,14044562889.184600,19902045356.272900,19902045356.272900,10.33,1.0,0.2184,2.0,-1.0,22.08663688979870,20.576065629495000,19.887504713518600,19.550137198591300,19.28247867370060,22.01882530142230,20.146959572375300,18.90132088541670,18.703833600715900,20.852242703153100,18.990217856382400,-20.072495286481400,2.1991321762801600,9.9,-1.0,-10.9,8.4,855.1274256433620,1506.5487326763400,2124.713986615320,1328.4207574058700,18.89076085544950,18.992842175679400,19.10841113545140,20.472728558486900,1.1220105723218100,0.020215272860138700,55.957740665211800,73.92232807364210
36,17943,10,cosmos,2.799779675,0.3704113494,1.6392421170000000,0.5775837705,1.750007645,0.5712180685,3.3971722860000000,0.7249355796000000,2.784505697,0.6111000281,2.561661637,0.31819342370000000,3.883544433,1.035155964,0.3084402668,0.05973100036,1.831340187,0.4981978420000000,0.5341566743,0.09583876266,1.749149796,0.8160099468,0.5463153262,0.3680556155,3.666861549,0.9967736752,2.7581053360000000,0.7047389099,32.51704819,0.5742335972,0.9740143927,0.8056850666000000,0.6353950326,1.144264195,0.8411654098000000,6.563007111,0.6353950326,0.8056850666000000,2,3,0,1.095023022,1.10773554,1.750007645,0.8160099468,0.5712180685,0.3680556155,-21.959199684934800,0.5582700000000000,36519444647.28530,0.39832,26056254486.013300,26056254486.013300,26056254486.013300,10.22,1.0,0.2207,1.0,0.2207,21.88724286034730,20.29696931393750,19.559808044170800,19.211706589835000,18.92137748452200,21.816015439068400,19.84651018338840,18.514770335237500,18.30514354980660,20.59103323330130,18.592018383565200,-20.42019195582920,2.3274348161764400,10.09,-1.52,-11.61,8.4,1314.2305741516300,2098.2819592694200,3730.924832992510,1527.3170944035500,18.505973171087100,18.6021667511654,18.736607417161900,20.164165393392000,1.113188646152950,0.013655497118751200,58.35433289482460,112.13509383132800
37,25830,11,cosmos,1.3450982270000000,0.2762198909,0.983653453,0.6636401633,1.6443352,0.5104999094,2.410535355,0.1971528257,1.072703556,0.3881292269,1.779070587,0.4638638195000000,1.707106746,0.5987710898000000,0.2624404321,0.1127337346,1.084451265,0.4913108772,0.6680978941,0.3196444349,1.623372454,0.7967662059,0.4771694429,0.4119904249,2.2878101,0.5233865067,1.152241747,0.4385282879,1.903773506,0.5357319393,0.5535607054,0.3766047136,0.5466057684000000,0.6712022331,0.4139046432,0.6019856341000000,0.3766047136,0.4139046432,2,2,2,1.071197739,1.080559581,0.983653453,0.4913108772,0.6636401633,0.3196444349,-21.74054006122830,0.41779,22344676179.46770,0.18743,10024324795.513600,17610246710.607800,17610246710.607800,11.63,1.0,0.3861,2.0,-1.0,23.182503858744700,21.65108819813960,20.926103959219000,20.583612845042800,20.310803298526900,23.11429929821110,21.2035605261597,19.94734735034290,19.761849905002000,21.938337205569700,20.16310010207170,-20.31389604078100,2.256399899525670,10.04,-2.46,-12.49,8.4,209.91606997377300,538.2427054728210,617.9775988499660,208.55950582705100,20.072296980518400,20.186429034035900,20.332860785005400,22.08157667800470,1.0925802585206600,0.028706322419593600,25.691236694721800,22.042349288923100
38,26531,11,cosmos,2.07956206,0.3941803109,0.9942902069,0.7824451519,2.350002567,0.3822735627,2.318640506,1.220900176,1.115120094,0.6219819376,1.959060724,0.8782274474000000,2.34248639,1.010775981,0.3967579922,0.07029887402000000,1.112513908,0.4617939418,0.783137345,0.1986042729,2.391133335,1.069572796,0.3789036065,0.2450521343,2.005273859,1.43699864,1.3699722420000000,0.7950795003,1.930796496,0.9074647739,0.9796664602,0.4862514769,0.7612446537,1.012529957,0.6108013218,0.7684352602,0.4862514769,0.6108013218,2,2,2,1.095872709,1.109279991,0.9942902069,0.4617939418,0.7824451519,0.1986042729,-22.23284755128350,0.41779,35163902017.167800,0.18743,15775318114.549800,27713312328.01580,27713312328.01580,7.88,1.0,0.3344,2.0,-1.0,22.69329662056500,21.10727612722750,20.392784496982800,20.04247208770160,19.75573771851750,22.628553177517800,20.66138601940760,19.350537636167300,19.14184295070130,21.4009025979236,19.469597600616500,-20.52721550301720,2.3005121235821200,10.17,-24.5,-34.67,7.6,450.6646229039030,940.8089140414880,1482.8703853207300,545.7075968036510,19.430303796979100,19.547458753810200,19.70789310695220,21.356660663571100,1.1191260363358800,0.014198388006040400,55.51042283585540,47.12728194112230
39,25830,15,cosmos,1.271287601,0.344657622,0.9999896806,0.7498701441,1.609001264,0.5963046988,2.500803261,0.2608795993,1.36021689,0.5577439571,2.004648135,0.5894525527000000,1.5620416730000000,0.5947777822,0.3719546203,0.1397839054,0.9684828657,0.5452791404,0.8233335729000000,0.4056922365,1.712071519,0.8093444406,0.5653589809,0.4256835236,2.631219782,0.5606779747,1.3722121860000000,1.088598669,1.76103563,0.8360255132,0.5987236551,0.5059862012000000,0.644868957,0.7540552199000000,0.7385212443000000,0.7044922538000000,0.5059862012000000,0.5987236551,1,2,0,1.134496414,1.146820168,0.9999896806,0.5452791404,0.7498701441,0.4056922365,-21.826770042028300,0.41779,24191681581.4404,0.18743,10852933001.769700,19065905344.607200,19065905344.607200,11.63,1.0,0.3861,2.0,-1.0,23.182503858744700,21.65108819813960,20.926103959219000,20.583612845042800,20.310803298526900,23.11429929821110,21.2035605261597,19.94734735034290,19.761849905002000,21.938337205569700,20.16310010207170,-20.31389604078100,2.256399899525670,10.04,-2.46,-12.49,8.4,209.91606997377300,538.2427054728210,617.9775988499660,208.55950582705100,20.072296980518400,20.186429034035900,20.332860785005400,22.08157667800470,1.1593481996204000,0.031904532869523200,20.33619038900030,21.872839765932300
40,17321,17,cosmos,2.485070195,0.2556678546,1.270130569,0.5573294177,1.521512012,0.5767746196,1.922283825,0.6732123748000000,1.49246928,0.3335472034,2.105013976,0.2996214959,2.9745169660000000,1.15368935,0.2292676442,0.06599874491,1.375152695,0.6466671152000000,0.5351864114,0.3115783829,1.467422326,0.8359838135,0.4966953944,0.4584236333,5.696695631,1.05659758,1.3461043660000000,0.4526366662,2.519650202,0.2999575826,0.6651984465,0.4344430533,0.5386718423,1.5643494530000000,0.4576659873,0.6193294754000000,0.4344430533,0.4576659873,2,2,2,1.107846948,1.116718625,1.270130569,0.6466671152000000,0.5573294177,0.3115783829,-21.527111561317600,0.36965,16241844007.742200,0.31652,13907394739.160200,19707669300.23170,19707669300.23170,10.33,1.0,0.2184,2.0,-1.0,22.08663688979870,20.576065629495000,19.887504713518600,19.550137198591300,19.28247867370060,22.01882530142230,20.146959572375300,18.90132088541670,18.703833600715900,20.852242703153100,18.990217856382400,-20.072495286481400,2.1991321762801600,9.9,-1.0,-10.9,8.4,855.1274256433620,1506.5487326763400,2124.713986615320,1328.4207574058700,18.89076085544950,18.992842175679400,19.10841113545140,20.472728558486900,1.1256937092636300,0.01810839671605280,32.023713338544300,59.603786169644100
41,18089,17,cosmos,2.237160481,0.4395411936,0.9999748619,0.8294086899000000,2.675004735,0.4007808067,3.096269535,0.9809393692,1.338211942,0.4165610374,2.495685492,0.6647995812000000,2.721125616,1.054972207,0.4314654829,0.06217024186000000,1.130987193,0.4374235208,0.7880446968000000,0.1807392598,2.754098743,1.274413637,0.3326410738,0.2446985662,3.321623792,1.4245484470000000,1.320162555,0.5073529218,5.13177915,0.9956746283,1.026603062,0.4404892329,0.7728903569,1.262732843,0.4763565204,1.428237612,0.4404892329,0.4763565204,2,2,2,1.09967777,1.114865975,0.9999748619,0.4374235208,0.8294086899000000,0.1807392598,-22.99195338935680,0.41779,70752110058.92920,0.18743,31740989464.432100,55761027970.44420,55761027970.44420,11.31,1.0,0.3799,2.0,-1.0,22.42417885954550,20.7979469591662,20.0360285638859,19.672919707835000,19.362820489287300,22.35788074108530,20.33204158707320,18.910719472930300,18.68703801042990,21.104215782594800,19.03745530054320,-21.163971436114100,2.3881502956595500,10.5,-1.28,-11.78,8.6,639.470811042666,1293.2271284146700,2043.3513896591800,630.7310346857660,19.028648488403600,19.165260381726400,19.337558395265500,21.162287751871500,1.1272094530865200,0.011507741672702100,41.07518339055420,53.24606694526260
42,12390,20,cosmos,1.179176277,0.206310589,0.858072365,0.732549157,1.3819578280000000,0.6827596154000000,1.413701759,0.2571803848,0.6803411213000000,0.5431223501,0.9949912997,0.7928015172,1.353557037,0.5513267636,0.2710557947,0.1198027784,1.014801712,0.3947147345000000,0.6672332101,0.2096670935,1.456009526,0.7264306146000000,0.5433394002,0.4400585026,1.271359847,0.4606921713,0.6200505995000000,0.7095898002,1.067656103,0.8127175379000000,0.3860318156000000,0.3676308093,0.5370016379,0.446645769,0.4281127454,0.5597479176,0.3676308093,0.3860318156000000,1,2,0,1.093889333,1.100988636,0.858072365,0.3947147345000000,0.732549157,0.2096670935,-20.54622931181180,0.40332,7180281703.8242700,0.16994,3025431599.5931200,5538835593.84617,5538835593.84617,11.57,1.0,0.228,3.0,-1.0,23.175950219649800,21.79709829750400,21.120527485755800,20.79169108716440,20.5231227916127,23.09747828308640,21.393847613861200,20.135543447278,19.94917967717060,22.047099551024500,20.236319845188200,-18.929472514244200,2.0554227338939600,9.42,-0.67,-10.1,8.6,280.9833342235820,460.5383118125460,499.9788429669510,269.3017985397930,20.127738636183500,20.23687797388310,20.35550824481170,21.77982093752580,1.1178690398761500,0.027476734728204400,22.425682568633600,21.752442190115100
44,12390,23,cosmos,1.23400874,0.2022215085,0.9972726304,0.6229983717,1.356061791,0.6764981697,2.629945723,0.2765710414,1.113338394,0.608993416,1.502754705,0.765561555,1.519609613,0.5836106010000000,0.2380062111,0.09999078133,0.9027859673,0.556182726,0.6999398810000000,0.4300945327,1.255955068,0.7300571449,0.6081147606,0.4602036985,2.8315298660000000,0.7810834683,1.229840452,0.5592953581,3.153591825,0.8567523639,0.6306044763,0.4802730259,0.6237838276,0.8885295205,0.4813431553,0.9838797415,0.4802730259,0.4813431553,2,2,2,1.012698579,1.01913364,0.9972726304,0.556182726,0.6229983717,0.4300945327,-20.436678526511800,0.41779,6724027041.3662000,0.18743,3016549913.50503,5299328311.415150,5299328311.415150,11.57,1.0,0.228,3.0,-1.0,23.175950219649800,21.79709829750400,21.120527485755800,20.79169108716440,20.5231227916127,23.09747828308640,21.393847613861200,20.135543447278,19.94917967717060,22.047099551024500,20.236319845188200,-18.929472514244200,2.0554227338939600,9.42,-0.67,-10.1,8.6,280.9833342235820,460.5383118125460,499.9788429669510,269.3017985397930,20.127738636183500,20.23687797388310,20.35550824481170,21.77982093752580,1.0353995053721800,0.015528920884987600,28.5133969472581,27.567041115021400
45,10494,24,cosmos,2.79721195,0.48539691,1.559120436,0.7083629568,1.949979488,0.5391716383,5.734868157,0.7131099291000000,3.808296947,0.7295223336,9.3158763,0.8319312563,3.843959211,1.101229093,0.4238536759000000,0.06744907168,1.509070657,0.8991164594,0.7158881425,0.5521870307,1.914854194,0.993260653,0.5632205042,0.3996558477,5.5975107070000000,0.9723157432,3.840730005,0.7519927165000000,9.590312485,0.7782981856,1.4228077120000000,1.055833476,2.169676127,1.508541312,1.071875469,2.199706653,1.055833476,1.071875469,2,2,2,1.094251137,1.110933916,1.559120436,0.8991164594,0.7083629568,0.5521870307,-23.669164939225200,0.52775,166760895140.41400,0.31652,100015459080.70800,141728312846.64300,141728312846.64300,19.87,1.0,0.3662,2.0,-1.0,21.728791726924200,20.05733912746930,19.250153634571100,18.86893525832690,18.535293973017100,21.663106877269200,19.56655350532160,18.070109456468,17.823766381660900,20.381009748647100,18.159198017574800,-21.869846365428900,2.4786380923530800,10.79,-4.04,-14.83,8.2,597.4412497308440,1482.5348843382400,2507.382853794110,910.0514673926760,18.186009997365700,18.334725980095300,18.502879889411200,20.475820141565800,1.1171102638407500,0.01251787248950640,57.47907820506440,92.32934333708100
46,11218,24,cosmos,2.560498945,0.1950904648,1.159588577,0.5293840615,2.049990343,0.2179832836,5.341833634000000,0.6990958205,2.836831049,0.4853766104,4.923782689000000,0.6004201755000000,3.137740085,1.132068001,0.1618229577,0.06472836546,1.222111977,0.6326369647,0.5096972234,0.3893892039,2.096238217,0.7440213180000000,0.2292337397,0.180774214,6.3861675,1.135040753,2.843503236,0.5015569365,4.997645759,0.6645120621,1.340413092,0.7613252000000000,1.216447325,1.7322444730000000,0.7696373904000000,1.258583201,0.7613252000000000,0.7696373904000000,2,2,2,1.121439385,1.12820414,1.159588577,0.6326369647,0.5293840615,0.3893892039,-22.65388616623370,0.31829,39480028791.3435,0.18743,23248426894.849100,40841706708.77030,40841706708.77030,12.46,1.0,0.3607,1.0,0.3607,22.172638579888300,20.59991120611520,19.89875127616380,19.57013565267440,19.273755970199700,22.102888065912500,20.163904117877400,18.85299759485770,18.62617993983810,20.888199626312900,18.96549789526640,-21.191248723836200,2.273887303724490,10.41,-2.08,-12.49,8.4,665.5473957536390,1219.3480629009100,1991.8229955948900,963.993852013143,18.9639325934532,19.09187191479280,19.230183260530100,20.915844680179900,1.1375961993284600,0.02203200710129000,31.67439387442300,58.63956199739540
47,11319,24,cosmos,2.62850634,0.3782746184,1.145166559,0.7148332537000000,3.125001474,0.2997205459,2.519462554,0.5376469197,1.622346679,0.4927090966,13.66193144,0.6260410924,3.325095836,1.161563314,0.33864065410000000,0.07326599209,1.406190503,0.477625903,0.6445986122,0.161093837,3.411663262,1.4675157580000000,0.173213438,0.2114024626,3.015932925,0.8217630640000000,2.079175439,0.5038506868,4.317732258,0.35908447,0.7223673394,0.5286827348000000,2.924285782,0.9419767012,0.6222189138,0.9941120764,0.5286827348000000,0.6222189138,2,2,2,1.092215331,1.105215426,1.145166559,0.477625903,0.7148332537000000,0.161093837,-22.84607263419390,0.31829,47125074294.555900,0.18743,27750330437.74110,48750432101.74340,48750432101.74340,10.03,1.0,0.3696,2.0,-1.0,22.439391466895800,20.80598261819880,20.06490501591120,19.70941072066310,19.39090449738560,22.376383143597100,20.340973230254400,18.94082877301080,18.695739677874600,21.11308680941890,19.008760619506100,-21.07509498408880,2.374486450984650,10.43,-6.05,-16.49,8.2,649.7004800693970,991.6424536146420,1618.0201571098000,602.8118538742510,19.07567169379500,19.202441603915000,19.36405766070730,21.174917513761200,1.1160078819026900,0.012592685579806800,49.42039925690000,57.012329615200500
48,11577,24,cosmos,2.720484269,0.3535932648,1.375531669,0.6217461807,1.278104986,0.7087404317,4.134293959,1.184166462,4.774853457,0.6832031785000000,4.83934948,0.4980497762,3.562484417,1.053432154,0.3134966048,0.06075726459,1.6379465830000000,0.6308209057,0.5650398477,0.1886557994,1.601136039,0.6009072761000000,0.5706931618,0.3330926759,4.767379861,1.510188666,4.433765368,1.007826731,11.77073884,0.5350985326,1.3162909040000000,1.223427988,1.155659466,1.580600173,1.297970731,2.517626556,1.155659466,1.223427988,2,3,0,1.101741247,1.113908385,1.278104986,0.6009072761000000,0.7087404317,0.3330926759,-22.422683337382200,0.36965,37056469951.64820,0.31652,31730322924.64680,31730322924.64680,31730322924.64680,17.58,1.0,0.2199,1.0,0.2199,21.437065527148400,19.88646760397130,19.190833507996200,18.8594456237297,18.581481173541800,21.363752973919400,19.45525753620680,18.184645549920600,17.968888164983600,20.170234567815600,18.256057094317800,-20.77916649200380,2.246232019152210,10.16,-0.74,-10.9,8.4,730.3778936570450,1607.4092258092900,2518.928193291910,1453.1768701685900,18.19747825811590,18.259138520395700,18.40047923567350,19.77117112715050,1.1245707034553900,0.007976250280610230,70.05917044121360,93.44863328863210
