,ID,region,field,M05_age_opt,M05_AV_opt,M13_age_opt,M13_AV_opt,BC_age_opt,BC_AV_opt,x2_spectra_M05_opt,x2_photo_M05_opt,x2_spectra_M13_opt,x2_photo_M13_opt,x2_spectra_BC_opt,x2_photo_BC_opt,M05_age_MCMC50,M05_age_std,M05_AV_MCMC50,M05_AV_std,M13_age_MCMC50,M13_age_std,M13_AV_MCMC50,M13_AV_std,BC_age_MCMC50,BC_age_std,BC_AV_MCMC50,BC_AV_std,x2_spectra_M05_MCMC50,x2_photo_M05_MCMC50,x2_spectra_M13_MCMC50,x2_photo_M13_MCMC50,x2_spectra_BC_MCMC50,x2_photo_BC_MCMC50,x2_M05_opt,x2_M13_opt,x2_BC_opt,x2_M05_MCMC50,x2_M13_MCMC50,x2_BC_MCMC50,min_chi2,min_2,alt_model,model,model_new,grism_index,grism_index_AV_corr,age_opt,age_opt_std,AV_opt,AV_opt_std,M_K,BC_ML,BC_mass,M05_ML,M05_mass,M13_mass,best_mass,radius,use_phot,z_best,z_type,z_spec,u,g,r,i,z,U,V,J,H,B,K,Mr,color,FAST_mass,SFR,sSFR,ltau,SNR_F160W,SNR_F140W,SNR_F125W,SNR_F606W,F160W_mag,F140W_mag,F125W_mag,F606W_mag,flux_ratio_AV_corr,flux_ratio_err_AV_corr,SNR1,SNR2
50,12923,24,cosmos,2.375901771,0.4291659073,0.9961993105,0.8197586125,2.299853798,0.4371450729,3.301493277,0.8712424755,2.8392045410000000,0.3815192143,3.129732813,0.4533236878,2.862279056,1.12641353,0.4156230875,0.09230698267,0.7789731907000000,0.5651145880000000,0.9587916416,0.5332629815,2.460504238,1.156428783,0.39016419,0.3398012847,3.311346952,1.17514087,2.810526539,0.5076385097,3.220497667,0.4924749545,1.0188821260000000,0.7167481728,0.8042995359,1.1525814090000000,0.7658714308,0.8389017788000000,0.7167481728,0.7658714308,2,2,2,1.054462329,1.068557119,0.9961993105,0.5651145880000000,0.8197586125,0.5332629815,-22.51683400955240,0.41779,45676376548.17170,0.18743,20491450863.88810,35998385181.3011,35998385181.3011,9.69,1.0,0.3952,2.0,-1.0,23.046209331457600,21.42512699594680,20.676960418750600,20.317000857680700,19.997278216537100,22.975823002460500,20.964244277244200,19.511731799189500,19.243950790772300,21.728199558085100,19.59292460294760,-20.613039581249400,2.369248912706980,10.21,-2.28,-12.49,8.4,527.167738310756,646.2553476903270,1002.5051021574700,357.92168120101200,19.673239478947500,19.805043123371100,19.990845771521900,21.859450195383700,1.0783923493743900,0.015309646625051400,33.93646402996870,33.66337100471010
53,19842,25,cosmos,2.44282562,0.3174163735,1.119786947,0.6481806199,1.208610517,0.5376744307,2.896334197,0.8307293058000000,2.720282702,0.2917819631,4.01644361,0.3436239032,2.930716986,1.03042355,0.3037989731,0.049666363100000000,1.142172039,0.4879974569,0.6426618964,0.1845084723,0.9559825695,0.5888830303,0.9712443993,0.4138111191,6.630405644,1.212656082,2.693890042,0.3083384062,5.899622585,0.5763058395,0.9226418699,0.654741874,0.9289049307,1.813327347,0.6567968094,1.395473585,0.654741874,0.6567968094,2,2,2,1.075668555,1.086473232,1.119786947,0.4879974569,0.6481806199,0.1845084723,-21.99256098054370,0.31829,21470758468.238500,0.18743,12643388921.11580,22211291303.9951,22211291303.9951,13.98,1.0,0.2311,3.0,-1.0,21.91220829500870,20.348484280679100,19.663967490524100,19.320036066611200,19.031289623620000,21.837318349484500,19.917939559355200,18.633427449320700,18.43911682772770,20.633182981449300,18.735619639356300,-20.41603250947590,2.248240804484540,9.96,-29.11,-39.07,7.2,836.3665288853470,1432.7639547597400,2117.0532186777800,943.7545818867630,18.63942110885330,18.727386714406800,18.85487882390400,20.257111966978900,1.093130957990880,0.01960794721020650,88.15390786511640,79.48582045195460
54,19926,25,cosmos,1.424197694,0,1.038538517,0.3464524921,1.356107901,0.4109548175,1.778701064,0.1934648734,0.9411866508,0.3093468985,1.397698357,0.4062679558,0.0,0.0,0.0,0.0,1.250101133,0.4823010176,0.310016487,0.2085281811,1.242671438,0.6004785624,0.34569345490000000,0.3584775069,0.0,0.0,0.8729285111,0.4271961556,3.281140221,0.6485650739,0.4292751499,0.3169033879,0.4475763844,,0.3547548689,0.9183657222,0.3169033879,0.3547548689,2,2,2,1.063497997,1.063497997,1.038538517,0.4823010176,0.3464524921,0.2085281811,-19.76155820097980,0.41779,3610616156.092070,0.18743,1619803695.9628900,2845592425.4795900,2845592425.4795900,6.79,1.0,0.2275,2.0,-1.0,23.358820157329600,21.96494462824890,21.331816093461000,21.0228313514862,20.79619140729040,23.285112989917100,21.57221484661250,20.488457254951700,20.326002614802600,22.21432344951920,20.634894291120100,-18.718183906539000,2.027004063868620,9.33,-1.21,-10.54,8.6,265.3854397821260,379.3261530146130,572.7470132922760,388.7315153849530,20.49915687962880,20.599925355999700,20.69125450917100,21.88988888771110,1.0707845210487700,0.021628028825995500,21.174757252517400,20.622156996941600
55,20236,25,cosmos,2.586774796,0.4521654462,1.24751645,0.7504905966,2.54999992,0.4112213232,2.496655104,1.401411662,2.192079063,0.7449831901,3.180341543,0.8924245921000000,3.161545372,1.251893025,0.4209137927,0.1040816753,1.017581273,0.7307214048,0.8074651048,0.4895466996,2.497479482,1.166863338,0.4157395366,0.2429319781,4.887495362,1.826074072,3.598504042,0.517133505,3.264534554,0.8916613188,1.09251145,0.7487093819,1.004543171,1.740907702,0.9229942886,1.020560334,0.7487093819,0.9229942886,2,2,2,1.059384841,1.074365448,1.24751645,0.7307214048,0.7504905966,0.4895466996,-21.942496628828300,0.36965,23811642965.362400,0.18743,12073627055.316900,21210361343.35520,21210361343.35520,13.48,1.0,0.2254,3.0,-1.0,22.073949636771500,20.59303922078930,19.85126185442140,19.494821851103500,19.19501545826220,22.004230345556500,20.14555825355550,18.77403615887750,18.55655202406650,20.876896579441400,18.837993967771700,-20.178738145578600,2.2226877823501000,10.09,-0.63,-10.72,8.8,578.4581281127870,855.0520554150470,1267.4618064728100,624.6179437776000,18.77028071989600,18.86999769760910,18.988732027225300,20.50800167241150,1.0726204250574500,0.009600473590429840,64.06142753435420,69.32627715910710
60,12115,26,cosmos,1.5815934390000000,0.5658303866,0.9859819818,0.9207907512,1.800025219,0.6799543855,2.294422533,0.8445039239,0.9973777586,0.8104028469,1.37783571,0.7306845557000000,1.877141336,0.7439061125,0.5359658291,0.08693456166,0.8125708640000000,0.5698861280000000,1.043946703,0.5350950337,2.398294947,0.7543999871000000,0.5118220147,0.2156173623,1.985698752,1.032331266,1.103657734,0.9110260511,1.418141551,0.8072952383000000,0.8117392003,0.5450978682000000,0.5844032544,0.8332444143000000,0.6093701443,0.6254519568,0.5450978682000000,0.5844032544,3,2,0,1.093504394,1.113124679,0.9859819818,0.5698861280000000,0.9207907512,0.5350950337,-22.495903516049600,0.41779,44804274273.9064,0.18743,20100206149.40110,35311065477.791300,35311065477.791300,12.86,1.0,0.3607,1.0,0.3607,22.9963758110922,21.44469958212800,20.65198320318280,20.26363250702180,19.946871658230900,22.91908383423850,20.96590541198420,19.44999143460770,19.186308336460300,21.739845943525000,19.514887235150400,-20.438016796817300,2.344392607909450,10.2,-0.89,-11.09,8.6,377.2194788078310,511.8992461965900,791.6324361860310,255.67876810752100,19.58383220602310,19.719421161486300,19.906595133439400,21.859296126991900,1.1247421411699600,0.0340372854254254,35.45838660622350,39.38418157935450
62,16320,27,cosmos,2.547865034,0.3911710859,1.272277467,0.6880696396000000,1.609019474,0.6327824968,2.689348523,1.275717997,2.324526749,0.7318650448,3.41238955,0.7719085725,3.206326533,1.129553095,0.3674942287,0.06194264197,1.5195317170000000,0.5425043389,0.6332493434,0.16381642120000000,1.617548503,0.7361336525,0.6091737006,0.3549653548,5.389980745,1.671856246,2.327752941,1.126200014,4.470042504000000,0.7504372258000000,1.075420421,0.7687386778,0.9973391027,1.7716009120000000,0.9403690126,1.19339753,0.7687386778,0.9403690126,2,2,2,1.093917336,1.107242652,1.272277467,0.5425043389,0.6880696396000000,0.16381642120000000,-22.122505877450800,0.36965,28105612971.70170,0.31652,24065977594.48950,34103031999.480200,34103031999.480200,13.8,1.0,0.2204,3.0,-1.0,21.764473939645200,20.199890058047200,19.482187016794700,19.147007419632900,18.865462380454700,21.69311867741300,19.764346393198700,18.47156810545590,18.259622525850500,20.487640324541400,18.545563762149200,-20.497812983205300,2.2822869228504600,10.15,-0.95,-11.09,8.6,944.9231657822740,1848.3404626636800,2331.313495525900,1157.9339616495100,18.468095440849300,18.56637305416030,18.675145982375800,20.058786085140100,1.1168217592716400,0.018525146905217000,61.04140876277980,79.89812036186770
64,18177,27,cosmos,2.68191753,0.4842694562,1.107438712,0.8213420454000000,2.3000050990000000,0.4497685078,3.522297668,2.940446976,2.935191694,1.5153935180000000,3.284696202,1.544875707,3.3613428460000000,1.367447883,0.4495499248,0.1796739253,0.8927440985000000,0.6281681518,0.9122776104,0.3910005313,2.085419085,1.081388981,0.5093977851,0.302600955,3.719981582,3.475534515,3.949730266,1.260472307,3.78020816,1.4498187830000000,1.959070079,1.227092571,1.307742515,2.229496736,1.3135434260000000,1.362736866,1.227092571,1.307742515,3,2,0,1.074091868,1.090240582,1.107438712,0.6281681518,0.8213420454000000,0.3910005313,-23.640155668141600,0.31829,97923124302.2251,0.18743,57663549555.330200,101300521939.7120,101300521939.7120,16.51,1.0,0.3482,1.0,0.3482,21.446093003622400,19.976585254134400,19.22650486023100,18.863108829306800,18.5568709808905,21.37812601838960,19.52810051762000,18.10385956549200,17.864663200399000,20.25936118550300,18.19118637725840,-21.78349513976900,2.2195881433914000,10.71,0.0,-10.72,8.8,753.285648829049,1163.8227796843800,1831.556776898590,596.7174039068770,18.21617893323770,18.336679215383100,18.488446541072700,20.26515542707340,1.0995309015565600,0.01758139440137220,62.81288585668990,85.88721814817350
65,18192,27,cosmos,0.6467084515,0.3537026892,1.033817067,0.6921915886,1.356051671,0.7832565301000000,3.336000828,1.42041778,1.273872607,0.4589996942,1.825286859,0.7027971512000000,0.8657389062,0.2853218517,0.2990437143,0.09766991616,1.151593987,0.4671573756,0.6765654954000000,0.1779480943,1.234466215,0.7083597486,0.6813087022,0.4396586384,7.933095333,0.7708349186,1.181686855,0.551230789,7.566917762,0.8745387928,1.263733231,0.4463997387,0.6591935623000000,1.87468046,0.468495731,1.848549343,0.4463997387,0.468495731,2,2,2,1.078416585,1.090327658,1.033817067,0.4671573756,0.6921915886,0.1779480943,-21.421743023352700,0.41779,16659242501.083800,0.18743,7473711247.225000,13129452765.3753,13129452765.3753,12.18,1.0,0.2135,2.0,-1.0,22.36604593498530,20.865326876783300,20.135667694853200,19.81655655544510,19.5383423884258,22.29375465373560,20.424791210759400,19.12856615962210,18.905587930666700,21.153191879691800,19.180448565247300,-19.77433230514680,2.2303782401320600,9.84,-0.7,-10.54,8.6,475.85186916291900,643.0606441980780,1028.8146898067500,590.3084909244930,19.11661520486840,19.209593266967600,19.3387582398718,20.708718735288900,1.0999092922470600,0.010431183574241200,41.08902334091740,47.62825036784330
66,18990,27,cosmos,2.14959211,0.2648625327,0.999597483,0.653997013,1.609000521,0.5074375649,2.8379563360000000,1.5168961930000000,1.106902239,0.7347221444000000,2.123142176,0.9262001939,2.544969194,1.051022601,0.2676281244,0.06204464057,1.088093618,0.4643286599,0.6352769242,0.2308650501,1.681400414,0.7940991902,0.4635915665,0.3727197553,2.429599893,1.924945693,1.065267512,0.8440138561,3.228115199,0.9549076179,1.2088635560000000,0.5335457192,0.813908576,1.306522257,0.572855804,1.040915457,0.5335457192,0.572855804,2,2,2,1.099241937,1.108274345,0.999597483,0.4643286599,0.653997013,0.2308650501,-22.571155503548200,0.41779,48019788416.15660,0.18743,21542758186.74510,37845270802.21250,37845270802.21250,12.38,1.0,0.3493,1.0,0.3493,22.19274905836650,20.672727515821100,19.98191115613510,19.66177869003860,19.39391976109940,22.125513224361000,20.241660408393200,18.969764648262700,18.764933715148700,20.95305516239970,19.102841509451800,-21.038088843864900,2.2108379022313600,10.32,-2.18,-12.49,8.4,575.8845586231110,1121.313868457700,1654.9728404734700,659.6542630374110,19.074543341824900,19.19121644128470,19.367144647784800,20.950571274008700,1.12108704303734,0.011129689407778800,42.84922670593500,51.851275404671800
69,12893,22,goodsn,1.245913876,0.3313696225,0.6593795095,0.9707517565,3.625005044,0.17905017420000000,7.173229797,0.5444501513000000,1.835639571,1.554196754,3.912895703,3.326739181,1.610479365,0.5902346749,0.3625887986,0.1069339817,0.6923093173,0.345393392,0.9499670043,0.3848209708,3.619051839,1.533715468,0.1625234266,0.1429587205,7.339716593000000,2.040416067,1.862634059,1.564916533,4.652301154,3.3642135630000000,1.628961695,1.03041438,2.202430491,2.310016858,1.0403046740000000,2.362255181,1.03041438,1.0403046740000000,2,2,2,1.080803618,0.0,0.6593795095,0.345393392,0.9707517565,0.3848209708,-21.95860565161570,0.34973000000000000,22865207584.76070,0.15107,9876896205.157670,18852265423.35310,18852265423.35310,7.495,1.0,0.3198,1.0,0.3198,23.077770507091000,21.55588760976490,20.82817581316330,20.47958739500850,20.201873176602500,23.01519068814140,21.099659315535100,19.779686368032300,19.53211511553650,21.84793208505520,19.83214610488430,-19.99182418683680,2.2495946939277700,10.01,-1.27,-11.28,8.8,587.512840277496,1056.1559448592800,1572.7586431051900,787.2749483692480,19.840233363749800,19.968212884879400,20.091253489423600,21.736415359838700,1.1124970885568000,0.010738859595746600,63.46313774898100,62.48737373258310
72,28082,26,goodsn,0.9287485579,0.4879709167,0.31837463050000000,1.601036528,1.609001872,0.7835412688,8.996925092,4.073015793,7.23898596,4.279539669,7.852370597,10.4798824,0.7727192848000000,0.359177989,0.6247857123,0.17883355470000000,0.3124012782,0.1630408343,1.646809936,0.3915321382,1.288792721,0.8336469543,0.8900983227,0.5374550926,7.723834208000000,4.507515002,6.680722033,4.727452602,9.993302415,10.14191034,3.51324452,3.261456472,6.069347245,3.454463573,3.347293755,6.3385001240000000,3.261456472,3.347293755,2,2,2,1.048347271,1.063704679,0.31837463050000000,0.1630408343,1.601036528,0.3915321382,-23.09887694134490,0.27175,50783231070.577800,0.17474,32654505233.754400,50150601705.73830,50150601705.73830,7.548000000000000,1.0,0.4478,1.0,0.4478,23.224577491760100,21.635438857504500,20.948473231374400,20.628256877895500,20.325089698807100,23.15574846691490,21.209061560030500,19.930494957484700,19.694435721889700,21.92550112727840,20.07215958665510,-20.62152676862560,2.2761042603857300,10.15,-1.46,-11.61,8.4,450.9458356416420,699.7992325696740,1346.5471255453200,443.07835528779100,20.129885640754200,20.2364922755167,20.395848015492100,22.213706139594600,1.0998857794751500,0.01744501816490640,25.35560062285630,36.03280112348630
74,31165,9,goodss,2.909092045,0.4326442728,1.278799526,0.7143327864,3.125002323,0.2295347793,9.330903172000000,4.558067216,13.56428151,2.216949432,9.592063767,2.880185632,4.087157627,0.9944614802,0.3489691261,0.06425252659,1.577805813,0.5343665545,0.6460226422000000,0.1628133213,3.30347499,1.453264305,0.2173891182,0.1843331337,8.650511056000000,5.652308456,12.9027085,3.173245608,19.70488149,3.0372732730000000,3.788437834,3.5952241710000000,3.111533025,4.130842045,3.881462516,5.143308219,3.111533025,3.5952241710000000,2,3,0,1.092307865,0.0,3.125002323,1.453264305,0.2295347793,0.1843331337,-22.85391822258550,0.71732,106974491029.657,0.63498,94695062613.63350,94695062613.63350,94695062613.63350,24.904,1.0,0.29600000000000000,1.0,0.29600000000000000,21.290204844967500,19.677258295697200,18.96101847231550,18.636225031763400,18.36970580519000,21.22686932903640,19.225179723912700,17.958750473519100,17.71582027741050,19.973667105860200,18.015616556714500,-21.67898152768460,2.3291863726520700,10.69,-4.31,-15.0,8.4,808.9882082802100,1685.663202368110,2229.5340105293100,2008.8792488103300,17.988463912055300,18.107016601003700,18.230421415553100,19.81843375825870,1.0996939319295000,0.008827588307147480,47.82642494122550,140.73332432683200
75,13531,10,goodss,1.381039489,0.09053303245,1.033999585,0.4609669592,1.433996934,0.446080352,4.138156811,0.5863398,3.570485203,0.7546301066,4.083288199,0.7479895567,1.810626244,0.5360188387,0.09803619495,0.05840660774000000,1.263243748,0.4450176667,0.4003676882,0.1976478166,1.5426442480000000,0.6414011117,0.3162215056,0.3526264789,3.41788808,1.531166588,3.030747279,1.218061777,5.902064295,0.7322597593000000,1.057792637,1.020544458,1.117238172,1.327660037,1.116708745,1.463577331,1.020544458,1.057792637,1,2,0,1.155246083,0.0,1.033999585,0.4450176667,0.4609669592,0.1976478166,-22.3340468646882,0.41779,38599065167.49650,0.18743,17316409642.030400,30420627040.594300,30420627040.594300,17.14,1.0,0.415,1.0,0.415,22.418745218335900,20.965754775138600,20.311456902657900,20.012649484200000,19.7574036371178,22.33729306526320,20.561414452447500,19.424107641510400,19.206790427774900,21.22177923966690,19.5269200945118,-21.08854309734210,2.10728831567792,10.23,-0.67,-10.9,8.4,414.1772675508660,508.7548019936570,877.7361798899070,531.575599048088,19.52209227161400,19.631947830985100,19.76736471744570,21.466284494013400,1.1730671397131800,0.019034371505698000,27.092936620407200,34.190628639220500
76,40504,11,goodss,2.426072709,0.1712844158,1.0347982690000000,0.5510270357,1.899979116,0.3121894706,11.08914778,2.572120907,6.520782085,0.4472143161,10.840033300000000,0.6485023216,2.978624524,0.9740621262,0.1575185679,0.048010156510000000,1.071422864,0.4647789726,0.5419098441,0.289965755,1.905773182,0.6978283693,0.2740866676,0.2159186931,14.89957474,3.846675038,6.4475555270000000,0.4949769225,11.09070608,0.6824175792,3.2686362680000000,1.4601063680000000,2.386084738,4.5612371110000000,1.4665999370000000,2.449466461,1.4601063680000000,1.4665999370000000,2,2,2,1.119043161,0.0,1.0347982690000000,0.4647789726,0.5510270357,0.289965755,-23.55504026910990,0.41779,118843148326.10300,0.18743,53315711938.44150,93662452079.35160,93662452079.35160,19.003,1.0,0.4204,1.0,0.4204,21.523872222158300,19.98737062501500,19.29430027737790,18.986937277043400,18.72652991832700,21.4535839290642,19.554493548967900,18.345319273766600,18.143244110572900,20.2694559115878,18.42598676659010,-22.135699722622100,2.229571944780400,10.71,-0.9,-11.61,8.4,765.4783251140880,1592.7206853722000,2325.7869848570600,1634.3067664946100,18.452288751163800,18.60054266202270,18.74890591511270,20.485280451287600,1.1373348249682300,0.01025712051438480,55.013476677507500,103.81887655472500
77,12009,19,goodss,2.775508101,0.5810846952,1.63422061,0.7915591397,3.625000186,0.39428982,5.970080808,2.78628952,7.690187356,2.007319221,12.00900179,2.036018833,3.915897333,0.9608206164,0.5231042094,0.05693320577,1.7446925570000000,0.6458613724,0.7668470885000000,0.3731446542,3.096553292,1.701030008,0.3958014488,0.1868581498,5.872491271,3.762892078,7.523066108000000,2.138773026,16.61738982,2.195716689,2.3675171880000000,2.363716942,3.214767311,2.772072775,2.388271333,4.17885313,2.363716942,2.3675171880000000,1,2,0,1.112865954,0.0,1.63422061,0.6458613724,0.7915591397,0.3731446542,-22.84130374510820,0.52775,77794651573.3821,0.31652,46657627884.42800,66116847758.008000,66116847758.008000,25.287,1.0,0.219,2.0,-1.0,21.382694481336300,19.72038248519390,18.946714248343900,18.580858116178500,18.300474413770100,21.322761541799500,19.23971117894790,17.89437112953250,17.66091573321260,20.04082717953850,17.910255394591800,-21.013285751656100,2.4359802329923600,10.6,-18.86,-29.46,8.0,1303.4163786725900,1931.943852679930,3179.2274540409300,2364.9037211427000,17.8425628773552,17.952007619289100,18.07913445880060,19.677342260091700,1.1399927540026500,0.01505611715528000,112.98165918527400,138.5808021470020
79,42037,23,goodss,2.587901102,0.5001872268,1.178465326,0.829884603,1.800014213,0.6274389856,13.02432919,7.5740720440000000,9.641419332,3.673695041,9.348904388,3.3368540060000000,3.355570945,0.8826355757,0.4797144448,0.05295910165,1.272392942,0.6470863346,0.8081842882000000,0.3684765516,1.786752844,0.8837671655,0.650893863,0.4392220345,12.81114579,9.58906947,8.778624204,4.2213292010000000,15.68318538,2.963917926,5.8135024820000000,3.465223052,3.2623524660000000,6.6459139910000000,3.535172307,4.330585708,3.2623524660000000,3.465223052,2,3,0,1.098166291,1.108922988,1.800014213,0.8837671655,0.6274389856,0.4392220345,-24.24386266900710,0.5582700000000000,299494849573.14100,0.39832,213686546799.8880,213686546799.8880,213686546799.8880,15.556,1.0,0.4187,1.0,0.4187,21.071036511346400,19.546041237914600,18.778415246731400,18.431457331137,18.126349123866600,20.994567766958400,19.08711337924400,17.714294200269700,17.473391613594500,19.83491236073160,17.803576316592900,-22.64158475326860,2.292621264615000,11.01,-0.08,-11.09,8.6,1758.8382161402200,1916.4827799048500,2999.790636545270,1691.5992254884700,17.86521110281980,18.006495428551500,18.174012450145100,20.043194332732100,1.1196747841359600,0.011785727202170400,57.87770916861090,142.3597163778140
81,37586,29,goodss,2.515592472,0.3604665879,1.089145309,0.715058195,3.125002102,0.2996896429,6.936108878,2.406677522,3.646871365,0.6042613392,67.40912499,2.94694245,3.0806179310000000,0.9797311474,0.339036681,0.04970922613,1.165488632,0.5841388484000000,0.6920362557000000,0.452614552,2.341158256,1.28282995,0.3286022375,0.2246654493,10.6090764,3.475414798,3.55007923,0.7166986617000000,12.85623966,0.7714469744,2.390476201,0.9701691043,14.36709604,3.567133134,1.000133111,2.8308962330000000,0.9701691043,1.000133111,2,2,2,1.096957078,1.107645701,1.089145309,0.5841388484000000,0.715058195,0.452614552,-23.31086717149100,0.31829,72305255121.16530,0.18743,42578070210.688400,74799084842.83940,74799084842.83940,11.744000000000000,1.0,0.3875,2.0,-1.0,21.952650804163800,20.347863351688300,19.605338555791400,19.270008133169800,18.9890019878852,21.881736593378900,19.893482473889000,18.564892878101300,18.33646032137660,20.64603777768860,18.654191023509000,-21.644661444208600,2.3473122483723600,10.62,-1.16,-11.78,8.6,1772.8160430913800,1751.396945484570,2827.7101261514500,1577.0678485864900,18.685091536472200,18.81806994078450,18.972843306850800,20.766339784845300,1.1213630228918200,0.014993770005447400,42.964475048446000,110.06854789516400
83,33214,1,uds,1.225753381,0.3469497101,0.6408652812,1.037192415,1.800001062,0.5113019999,7.305615245,0.5940188214,4.939088037,0.451639398,3.49173655,2.468939661,1.53805243,0.5269963355,0.3766989667,0.08077109284,0.6754222257000000,0.3359347845,1.012710908,0.4115579909000000,1.912285568,0.8303898315,0.4832474293,0.3410720729,7.005270308000000,2.103220309,4.878104223,0.504596381,3.25508988,2.689617391,1.676163127,1.154900253,1.7486661,2.272310976,1.166023602,1.798412485,1.154900253,1.166023602,2,2,2,1.106347862,1.116974102,0.6408652812,0.3359347845,1.037192415,0.4115579909000000,-22.982106698973300,0.34973000000000000,58691548434.87120,0.14964,25112524827.13560,47700628337.71440,47700628337.71440,8.627,1.0,0.4589,1.0,0.4589,22.8139346244508,21.31291927012190,20.611938872485000,20.286362297923100,19.976202795536600,22.73943006276770,20.901196622603800,19.55990214852330,19.31165825688260,21.58430224364280,19.685085716026700,-21.018061127515000,2.2019957519658300,10.37,-0.73,-11.09,8.6,557.340463707125,503.3770938459430,737.6901053382770,338.77551266829000,19.734792243311800,19.861336463140400,20.05453120586690,21.93452563023440,1.1369438085074900,0.017326058694762500,34.27573604264880,48.835591542357600
84,34421,1,uds,1.122824089,0.519450551,0.5829704012,1.27258644,1.6799608470000000,0.8109270249000000,5.252465302,0.6384437853,4.410638831,0.6245850552000000,4.728970308,3.067525862,1.187964821,0.5801556380000000,0.6020207215,0.27211228940000000,0.7046113605,0.2733066872,1.203982516,0.2991539295,1.802705065,0.8231978928,0.7145499805,0.4187050054,5.626111821,1.741658897,3.937104196,1.1612982,4.707685693,3.232926168,1.296758181,1.127286873,2.248483376,1.847721619,1.268084777,2.316076505,1.127286873,1.268084777,2,2,2,1.114716929,1.130551111,0.5829704012,0.2733066872,1.27258644,0.2991539295,-23.124547408396700,0.33754,64586865699.20450,0.14964,28632987448.09200,54387661211.350500,54387661211.350500,7.143,1.0,0.4594,2.0,-1.0,23.100075356114200,21.555801149677,20.824195148148000,20.468682507950900,20.141033726696700,23.027949922423,21.12911245698110,19.683016123713800,19.404069177429200,21.838770050145800,19.778039031603300,-20.80580485185210,2.2758802079662800,10.3,-0.8,-11.09,8.6,557.2666464845230,506.82118939121100,722.7074166659250,317.6444705262400,19.892110638769600,20.032004670256500,20.225591010183500,22.19353155729570,1.152561357501920,0.023268323442333400,36.21401508047910,40.11925444845290
85,24951,2,uds,2.786699964,0.7988319827,2.22286823,0.8711154703,2.000046521,0.8349511466000000,10.37540415,3.938563443,3.317599005,3.843693028,6.065498672,2.129733748,3.916005521,1.00855084,0.732009065,0.06393221561000000,2.39625261,0.8929867753,0.8435300956,0.1412787011,3.101916137,0.6006568997,0.5835647612,0.1087784873,9.931960086,4.797432814,3.160790688,3.979037957,8.039918536,3.4668669480000000,3.722604915,2.31101663,2.101328635,4.008949128,2.339260924,3.064560743,2.101328635,2.31101663,2,3,0,1.092701546,1.119975048,2.000046521,0.6006568997,0.8349511466000000,0.1087784873,-23.656222293774500,0.57182,178545232710.00800,0.39832,124371545404.23600,124371545404.23600,124371545404.23600,24.724,1.0,0.325,1.0,0.325,21.699452478092500,20.031632177719300,19.229854172173400,18.843529631756100,18.483802055369900,21.638434845943200,19.555646663179500,18.010850781743900,17.718934669251700,20.34273893231400,18.028728852825500,-21.620145827826600,2.4695983059191200,10.73,-4.09,-14.83,8.2,942.1453497036610,1341.3479119316700,2033.092671858320,899.827994597777,18.10028299990290,18.216288252550600,18.387097657349400,20.27041793004940,1.1194225143149400,0.003945519927465730,56.991332818282400,119.58942155896700
87,32796,4,uds,1.248190799,0.2198149274,0.9500123537,0.6250134031,3.31080425,2e-17,2.941940137,0.4262286156,2.46343522,0.7669691507000000,2.482102702,2.520763483,1.527301077,0.5379696787,0.2492206689,0.1105935469,1.02758682,0.4880277242,0.6627071693,0.3780758324,0.0,0.0,0.0,0.0,2.886342338,1.143353455,2.160585712,1.08651311,0.0,0.0,0.7560851241,0.8109341391,1.5750941630000000,1.056271586,0.8906990768,,0.7560851241,0.8109341391,2,1,0,1.131431386,1.138794202,1.248190799,0.5379696787,0.2198149274,0.1105935469,-21.154105842489400,0.36965,11519484574.295800,0.18743,5840922477.371210,5840922477.371210,5840922477.371210,7.974,1.0,0.448,3.0,-1.0,23.6997938490302,22.221112854699700,21.51662803822430,21.21642991160090,20.932246219840300,23.628228186913400,21.805742081023600,20.552990876272800,20.325552654970200,22.497440681366300,20.645709084910600,-20.063371961775700,2.1831658108058700,10.0,-1.28,-11.28,8.8,211.88311213979100,234.8932277622940,354.02470719365900,215.8780238210300,20.71771833814780,20.82889845140490,20.99429727838460,22.798770190408400,1.1372545548768600,0.025877494090931600,20.542621906265200,20.44674605652460
89,13976,14,uds,2.245959394,0.4916929207,1.07578166,0.8561354281,3.218440414,0.3001056016,5.086843996,3.067757485,3.238303743,1.371498722,4.332590721,3.26312335,2.552137903,1.023501633,0.4908437291,0.05135525012,1.278754792,0.4648500422,0.8105409838,0.1697633502,3.591529104,1.574360623,0.2953102533,0.2075300093,4.787835939,3.501256083,2.325391094,2.028547699,4.568907398,3.46594098,2.318073856,1.223549108,2.256337579,2.448001288,1.331214688,2.39017645,1.223549108,1.331214688,2,2,2,1.101481152,1.1184191490000000,1.07578166,0.4648500422,0.8561354281,0.1697633502,-22.827355468678300,0.31829,46319640675.13950,0.18743,27276038366.714,47917218837.60310,47917218837.60310,11.591,1.0,0.3499,1.0,0.3499,22.379896227930400,20.841122224126800,20.102364305524000,19.738108113734200,19.4327272875863,22.31712521502340,20.3838201060727,18.98644625740340,18.720104532968800,21.121015185843100,19.04877995942170,-20.917635694476000,2.277531922406340,10.37,-1.41,-11.78,8.6,862.8217818133580,835.7736411167790,1336.0173814274300,858.254909689536,19.076316668631600,19.19092373511960,19.369159052024400,21.07903578723030,1.1301129442053600,0.0081715482893955,39.10622633456840,74.07972324808070
