ID,region,field,M05_age_opt,M05_AV_opt,M13_age_opt,M13_AV_opt,BC_age_opt,BC_AV_opt,x2_spectra_M05_opt,x2_photo_M05_opt,x2_spectra_M13_opt,x2_photo_M13_opt,x2_spectra_BC_opt,x2_photo_BC_opt,M05_age_MCMC50,M05_age_std,M05_AV_MCMC50,M05_AV_std,M13_age_MCMC50,M13_age_std,M13_AV_MCMC50,M13_AV_std,BC_age_MCMC50,BC_age_std,BC_AV_MCMC50,BC_AV_std,x2_spectra_M05_MCMC50,x2_photo_M05_MCMC50,x2_spectra_M13_MCMC50,x2_photo_M13_MCMC50,x2_spectra_BC_MCMC50,x2_photo_BC_MCMC50,x2_M05_opt,x2_M13_opt,x2_BC_opt,x2_M05_MCMC50,x2_M13_MCMC50,x2_BC_MCMC50,min_chi2,model,grism_index,grism_index_AV_corr,age_opt,age_opt_std,AV_opt,AV_opt_std
21548,1,cosmos,1.695955222,0.09043631027,1.25936228,0.396524045,1.392218054,0.4842091985,1.756555647,0.1593543957,1.430891717,0.1984829347,1.110963038,0.1772181319,2.191439699,0.7619199811,0.1019392939,0.06708015834,1.443515693,0.5899537506,0.3539524792,0.2186770965,1.566576132,0.6496722425,0.3195978473,0.3545074635,1.687214524,0.3104661229,1.276679502,0.3395487496,1.603496864,0.4522986204,0.4101830143,0.3639154432,0.2925718595,0.4622485223,0.3951447041,0.5074985191,0.2925718595,3,1.105029712,1.108138297,1.392218054,0.6496722425,0.4842091985,0.3545074635
21739,1,cosmos,2.094238627,0.3176701321,1.083578885,0.7024625158,2.875000277,0.1939882132,2.052005304,0.8344429352,1.833746536,0.4543703415,2.512166974,0.8974997729,2.576366074,0.9401447529,0.3233466007,0.06676174601,1.353217635,0.4541434923,0.6178752212,0.1702845486,3.118518717,1.212593103,0.162640408,0.1595242334,1.705663747,1.244252784,1.68244881,0.7549929786,3.703775454,1.268679291,0.7603049325,0.553105598,0.8770013955,0.8707687367,0.6540928094,1.26934418,0.553105598,2,1.089601111,1.099884992,1.083578885,0.4541434923,0.7024625158,0.1702845486
21966,1,cosmos,2.668241899,0.2916532553,1.308388113,0.5749432653,1.950027857,0.4037825587,2.783055882,0.5789650176,3.300015859,0.2539410388,3.901551076,0.1768109766,3.505483951,1.155122306,0.2501701696,0.060037854,1.556183313,0.5321839328,0.5220354898,0.1446456847,2.010740177,0.8536294311,0.35958823,0.2710670669,3.753557452,0.850730266,3.318852239,0.4940820313,4.829935375,0.1829643702,0.7914681585,0.7509016513,0.8342570508,1.097766431,0.8586966651,1.017194274,0.7509016513,2,1.087830529,1.097789991,1.308388113,0.5321839328,0.5749432653,0.1446456847
22285,1,cosmos,2.152427224,0.2428476668,1.208927268,0.5998243646,3.125000844,0.2993297667,3.108074061,0.5685033995,2.452637348,0.2675412946,30.47646822,2.22384683,2.597740456,0.9274776672,0.2523590436,0.06374801647,1.483818273,0.5492141107,0.5113209743,0.2749454153,2.597713163,1.319061114,0.1986543018,0.2155727139,2.810516666,0.9201930792,2.524708379,0.5311063154,3.696898444,0.4718553795,0.8500417899,0.5922599037,6.882134986,0.9447743573,0.7205496044,0.9224650776,0.5922599037,2,,,1.208927268,0.5492141107,0.5998243646,0.2749454153
22611,1,cosmos,2.388569605,0.2376960601,1.188862065,0.5597646118,1.356052187,0.6630212399,2.529265476,0.4329675023,2.337949094,0.2347303462,3.424924494,0.2225577163,2.727650085,1.122868997,0.225898314,0.08470501944,1.243248483,0.5733307686,0.5446319857,0.2328398104,1.441267207,0.6804475696,0.5082302679,0.4033676757,4.028477469,0.5387262636,2.3692618,0.2509172804,3.691134399,0.2025676587,0.6788764493,0.5557618281,0.7615463351,1.015848003,0.568861451,0.8045688635,0.5557618281,2,1.089728116,1.097864293,1.188862065,0.5733307686,0.5597646118,0.2328398104
13683,3,cosmos,1.29296818,0.150650935,1.048895407,0.5450842126,1.800011218,0.3641355386,2.726243927,0.3288894452,2.016524161,0.5894297591,1.713176324,0.8795731164,1.605790694,0.6176382157,0.1881370809,0.07875215435,1.169480721,0.5111941009,0.5367003673,0.2465752365,1.951773753,0.7863349142,0.3201001237,0.2863709211,2.773958718,0.6268490174,1.782121472,0.7698003863,1.938137209,0.7948558866,0.6719911029,0.647165097,0.7140836612,0.8104666799,0.6798679766,0.7210276459,0.647165097,2,1.096871865,1.102099274,1.048895407,0.5111941009,0.5450842126,0.2465752365
14860,3,cosmos,2.644134526,0.01281799851,1.403254462,0.2864584118,1.949985296,0.08375491874,1.695562805,0.7939487604,1.823065023,0.9712210764,1.840443686,1.061657366,2.818438521,1.007695302,0.01904882705,0.01112480022,1.550324411,0.5925516922,0.2334446752,0.1855269078,1.892252071,0.4285492569,0.1201451066,0.07582763598,1.648936523,0.8321389403,1.925049989,0.9812027186,1.727044078,1.327902485,0.6735324434,0.7751645337,0.8177568499,0.6810400193,0.7992959924,0.9111950623,0.6735324434,1,1.115129332,1.115577116,2.644134526,1.007695302,0.01281799851,0.01112480022
16320,3,cosmos,2.602770255,0.4022421444,1.322079983,0.6869030286,1.800003361,0.5473059612,3.468247242,1.343923349,3.459550448,0.8234366806,3.851140785,0.8396190553,3.441765539,1.064079157,0.3705195275,0.05251971196,1.629242617,0.5277145347,0.6228082273,0.1420017299,1.523205585,0.8562141682,0.6298068351,0.4038267899,4.921385404,1.73792421,3.201832848,1.234086299,21.52169167,0.8543197441,1.256240233,1.028841792,1.111896259,1.709261986,1.156878299,4.549446161,1.028841792,2,1.095597488,1.109614931,1.322079983,0.5277145347,0.6869030286,0.1420017299
11158,4,cosmos,2.970124098,0,1.593169207,0,1.07714983,0.0226565936,5.527241799,3.011570869,2.125926271,1.737789673,2.049913132,2.038316631,,,,,,,,,1.598154483,0.3119021276,0.03350772928,0.02060736838,,,,,1.653346164,3.214596384,2.379222591,1.166396045,1.281960132,,,1.715052133,1.166396045,2,,,1.593169207,,0,
13942,4,cosmos,1.500004279,0.3453494138,1.500010122,0.5712868568,2.875000146,0.174997453,10.01235964,1.614505318,8.068330551,2.289113195,15.6597365,2.231104777,2.029092125,0.5510054188,0.3164525189,0.04567295323,2.045730557,0.5510776314,0.4287130124,0.141093335,2.930093267,1.222411337,0.1590136611,0.1555491714,10.26711369,2.20621481,7.454188854,2.771983938,15.69375059,2.27358644,2.644279904,2.559343141,4.008247121,2.950342328,2.649489873,4.033274028,2.559343141,2,,,1.500010122,0.5510776314,0.5712868568,0.141093335
24252,7,cosmos,2.635908866,0.5096043164,1.25615773,0.8032980413,1.208596895,0.6850725388,4.127735078,1.143470603,5.267433561,0.5613579711,7.486001475,0.2320296205,3.417344783,1.13398125,0.477692538,0.05377202454,1.142308802,0.6703278815,0.8276690523,0.419401272,0.8685372521,0.6508197527,1.248696809,0.4612689428,6.161305255,1.452967012,5.787070478,0.4628356077,12.41656633,0.5777366483,1.297369521,1.266236272,1.554212476,1.826451051,1.324412289,2.661520027,1.266236272,2,1.073026963,1.090005574,1.25615773,0.6703278815,0.8032980413,0.419401272
25114,7,cosmos,2.408518094,0.2038468515,1.262183904,0.5121718923,1.609016121,0.4539923026,1.402147742,0.2532737404,1.46685762,0.2019707971,2.474212989,0.2299829246,2.863506866,1.122132511,0.1837492898,0.05777338778,1.514194274,0.5473171206,0.4537691407,0.1595700802,1.508556474,0.7537026608,0.4614463217,0.3661146318,4.274869837,0.4410883605,1.928308679,0.3153460062,2.756944031,0.2284251165,0.3820941956,0.37241163,0.580162111,1.021350374,0.5111790892,0.6343857968,0.37241163,2,1.10466605,1.111805284,1.262183904,0.5473171206,0.5121718923,0.1595700802
25418,7,cosmos,1.223675472,0.3895150696,0.7015595901,1.041599293,1.644509005,0.6388853191,1.667828357,0.216679918,1.829907844,0.4046321949,1.731694835,1.090096408,1.451623239,0.5134477522,0.3938536551,0.1453050162,0.7213897904,0.3851322299,1.009552652,0.4833202021,1.543382337,0.8130366997,0.6712819858,0.4561017798,1.606682386,0.6506365856,1.88284689,0.4001062297,1.793897077,1.065578925,0.4178137042,0.5307912068,0.8089731971,0.5941265923,0.5391079423,0.810419263,0.4178137042,1,,,1.223675472,0.5134477522,0.3895150696,0.1453050162
25888,7,cosmos,2.679579511,0,0.9645243006,0.3066821502,1.278102291,0.322277833,1.943645417,2.074325617,1.83221952,0.6231554065,1.958873565,0.918689659,,,,,1.095222133,0.4482203324,0.307709609,0.1902184844,1.241725769,0.470264396,0.2818905633,0.2936086098,,,1.747460142,0.8404737372,4.501276455,1.303951136,1.27694097,0.6260029603,0.7787548047,,0.703785215,1.439494426,0.6260029603,2,1.070936946,1.070936946,0.9645243006,0.4482203324,0.3066821502,0.1902184844
27554,8,cosmos,1.31110314,0.3069336387,0.999970814,0.7219599629,1.356398164,0.737115316,3.265758158,1.192795485,1.816016847,1.187207166,2.212446044,1.116120655,1.482202848,0.5604711173,0.3028340733,0.07690516373,0.9213624801,0.518753439,0.7782969515,0.4162378826,1.637403279,0.6820831608,0.5309005376,0.4071273858,4.891906385,1.207600332,1.783314212,1.22550695,2.665049441,1.154473289,1.151385163,0.867458614,0.9136083962,1.473562242,0.8777173406,1.018124222,0.867458614,2,,,0.999970814,0.518753439,0.7219599629,0.4162378826
13901,9,cosmos,1.134116605,0.2745653938,0.6163875075,1.017156028,2.675002765,0.2808700098,2.016819822,2.636737033,2.821535971,2.919266998,3.079735615,5.298221327,1.284275046,0.4714421758,0.2891900223,0.1134886224,0.645360199,0.3363677065,0.9863990954,0.4594814294,2.323478708,1.15961143,0.3216645025,0.2139188652,1.814004772,2.949353803,2.724209446,2.980571188,2.871575486,5.095871132,1.535040058,1.813815121,2.895587717,1.631225178,1.82150141,2.76741884,1.535040058,1,,,1.134116605,0.4714421758,0.2745653938,0.1134886224
15035,9,cosmos,1.336703264,0.2118143788,0.9999792194,0.6032745329,1.278099512,0.532641315,1.28965019,0.2366211747,1.3481971,0.4076097744,1.352220956,0.2873503657,1.592316954,0.5665068305,0.2389769822,0.1505923108,1.079570841,0.4942128415,0.6144663665,0.3785749544,1.383495956,0.6117242362,0.537853702,0.4012155379,1.239106731,0.5582582146,1.286935269,0.5304182344,1.452079348,0.4678180948,0.353028603,0.4385463713,0.3871770483,0.482692674,0.4799069239,0.4848271006,0.353028603,1,,,1.336703264,0.5665068305,0.2118143788,0.1505923108
16417,9,cosmos,1.42230573,0,0.9999204381,0.3691635671,1.609010011,0.1803452453,1.562929443,0.3922594649,1.202885747,0.5428142011,1.086170578,0.5652589069,,,,,1.167279428,0.4058949956,0.3095555925,0.2528553298,1.639073098,0.5541118579,0.21658408,0.149683759,,,1.1976504,0.5870137849,1.236078732,0.5092352031,0.4735852894,0.468962156,0.4560321932,,0.4871127928,0.4608458181,0.4560321932,3,,,1.609010011,0.5541118579,0.1803452453,0.149683759
14034,10,cosmos,1.500401721,0.5605484876,0.9710221672,0.9059654035,1.72791317,0.6598165324,14.82906278,0.8389284903,6.847693885,0.7664008869,9.420793192,0.8385890202,1.203697965,0.7675701862,0.5208096518,0.1158253336,0.7208334802,0.3815128871,1.094518618,0.3742717341,0.6103275638,1.12815151,1.479570864,0.6179870949,17.57790448,0.3345589398,6.42635785,0.805141439,9.093907432,1.17356666,3.243232133,1.662000073,2.192935487,3.55826727,1.596987143,2.274726028,1.596987143,2,1.086603917,1.105659504,0.7208334802,0.3815128871,1.094518618,0.3742717341
16377,10,cosmos,2.357310902,0.2404340458,1.211021526,0.5600596959,1.278100285,0.6068322507,1.632138536,0.5752953911,1.69959164,0.2583091813,2.255665184,0.3117827825,2.940657515,1.069340613,0.2332802335,0.05636160293,1.309544498,0.6022339347,0.5418740005,0.3234123368,1.193902194,0.633849806,0.5872823134,0.406545918,4.043103773,1.007227112,1.598774368,0.3461759165,22.55805089,0.7265170849,0.5663977238,0.4420339179,0.5731982624,1.221854085,0.4605612764,4.695259166,0.4420339179,2,1.104130908,1.11241781,1.211021526,0.6022339347,0.5600596959,0.3234123368
16640,10,cosmos,1.39415289,0.07368712825,1.124997959,0.4200099542,1.434001005,0.3752391095,1.962067672,0.1913338894,1.734911997,0.2809148076,1.351612999,0.3955942912,1.744349336,0.6290181479,0.09052425387,0.06140545823,1.30572238,0.5529685673,0.3895657952,0.250309642,1.545046148,0.6215302855,0.3261977156,0.2992143154,1.841907736,0.3445561754,1.604601459,0.3921209309,1.824310716,0.4507697364,0.4639562123,0.4586951998,0.4339991222,0.5070692363,0.4816168676,0.5497119926,0.4339991222,3,1.030561048,1.032946016,1.434001005,0.6215302855,0.3752391095,0.2992143154
16686,10,cosmos,1.500000109,0,0.9300462563,0.2535110139,1.609223449,0.095453551,3.025761403,0.8782563222,1.091299509,0.4285324595,1.032387934,0.6738084356,,,,,0.9548043506,0.4117615314,0.2576556731,0.1879923525,1.54244061,0.3985068389,0.1129908959,0.07975430154,,,1.498363333,0.4289640502,1.016269929,0.8122951948,0.9683835208,0.3977364944,0.4926616104,,0.4769651735,0.54958687,0.3977364944,2,1.130940823,1.130940823,0.9300462563,0.4117615314,0.2535110139,0.1879923525
16922,10,cosmos,1.357935237,3.36E-18,0.9940870888,0.3148176748,1.690038813,0.1839723984,1.709300881,0.4925565512,1.627481252,0.5455312384,1.706400904,0.7240143436,,,,,1.061662388,0.4632546734,0.3612549159,0.2222422082,1.607395282,0.5812237126,0.1926903227,0.1483945121,,,1.692760132,0.7098581453,1.746497485,0.7454515755,0.5455008943,0.552586132,0.6453097748,,0.6365222268,0.662391803,0.5455008943,1,1.118512843,1.118512843,1.357935237,,0,
17246,10,cosmos,1.420863729,0.3566954008,1.027048609,0.7396646479,1.52150999,0.6584861445,2.045982012,0.3106324282,1.883153607,0.2668225006,2.088801887,0.3668282621,1.86258663,0.5877017208,0.332329579,0.1103235248,1.307386344,0.4410046108,0.6327838017,0.2209040217,1.687156247,0.7297889813,0.525398608,0.3922779617,1.958233374,0.5559327356,1.721295131,0.4849309701,2.135786726,0.5580557386,0.5319842307,0.4813688307,0.5646681684,0.6213204683,0.5445230313,0.6567174904,0.4813688307,2,,,1.027048609,0.4410046108,0.7396646479,0.2209040217
17321,10,cosmos,2.558415336,0.2848240866,1.308807527,0.574756114,1.521517828,0.5989366145,1.9680415,0.7829795615,2.308260121,0.4162555502,2.236035136,0.3420072111,3.24179227,1.154169898,0.2564641124,0.05719093852,1.48440191,0.6444476564,0.5376137427,0.2191655708,1.81644234,0.7051346271,0.4442383465,0.3343792422,4.529199035,1.068281832,2.174413738,0.665450287,3.355443239,0.4300369242,0.72168412,0.6287156276,0.5824934666,1.342717976,0.7107896713,0.8380284669,0.5824934666,3,1.104196511,1.114217832,1.521517828,0.7051346271,0.5989366145,0.3343792422
17516,10,cosmos,1.266248813,0.2932990516,0.950001632,0.6814084149,1.203112911,0.583305345,1.202530313,0.2778766121,1.225573213,0.6818535445,1.500706499,0.4614430968,1.56770205,0.5481952284,0.2851359696,0.1751331917,1.104764197,0.4695239925,0.6425515702,0.4180956533,1.346691862,0.5798015883,0.6153762749,0.4037598142,1.109785904,0.775843721,1.187057338,0.7792696634,1.458990542,1.101116104,0.354002598,0.5336620874,0.4915047394,0.5519380812,0.5684279077,0.7607996131,0.354002598,1,,,1.266248813,0.5481952284,0.2932990516,0.1751331917
17943,10,cosmos,2.767831863,0.3683316307,1.570656877,0.594235296,1.356056797,0.7616974626,2.769523538,0.7045305896,2.73274846,0.582315851,2.553827091,0.2925099566,3.656710025,1.018328834,0.3225712049,0.058869254,1.829623193,0.5107205808,0.5310574663,0.1023648875,1.581768705,0.643711101,0.5850932952,0.3677584161,3.18342707,0.9590205207,2.757052577,0.7026499706,13.71601909,0.4928418547,0.843292198,0.7831528204,0.6227360914,1.034021717,0.8400551194,2.877026211,0.6227360914,3,1.095023022,1.107663753,1.356056797,0.643711101,0.7616974626,0.3677584161
25830,11,cosmos,1.326329559,0.2733086798,0.9505771597,0.6645570252,1.800000971,0.4170151535,1.798464561,0.188560473,1.555227134,0.3875129962,1.500750247,0.4938733801,1.60601662,0.6158458763,0.2649991363,0.1226286288,1.038126278,0.4489353905,0.6760902995,0.2547536773,1.856888501,0.8279503454,0.410918936,0.3401873788,1.892101257,0.4873126722,1.63300388,0.4063688194,1.568473066,0.5360377002,0.4309859223,0.4700313831,0.5055766702,0.5787220978,0.4933105169,0.5370113462,0.4309859223,1,1.071197739,1.080460486,1.326329559,0.6158458763,0.2733086798,0.1226286288
26531,11,cosmos,1.296878382,0.3847834687,0.9992897771,0.7824213834,1.900016536,0.4968945685,2.44021206,0.3817364032,1.393822774,0.621958839,1.755570089,0.8638942803,1.594079539,0.6123233066,0.3995245069,0.0985843533,0.7955441686,0.5671224945,0.9224927045,0.463069702,1.847000747,0.969080466,0.5431716284,0.4110403183,2.900289324,0.7966545499,1.671328049,0.5477440259,1.934014073,0.891327653,0.6393680889,0.5403584854,0.7155163119,0.9086332921,0.5620596515,0.7620621482,0.5403584854,2,1.095872709,1.108958474,0.9992897771,0.5671224945,0.7824213834,0.463069702
27067,11,cosmos,2.318682136,0.1750379947,1.237357937,0.5137757841,1.356056932,0.6161982764,2.964719766,0.5310616178,2.009674437,0.303825309,2.785404869,0.3483422534,2.877579294,1.013215268,0.1671487018,0.0617945557,1.495236723,0.5126832233,0.4352141653,0.1758914939,1.797678074,0.5815710747,0.3437456545,0.2867151283,4.043890046,0.816054685,2.444670407,0.3882712494,3.425593212,0.5368915418,0.8059693254,0.5219822996,0.6919144008,1.139104579,0.6430676322,0.8979874693,0.5219822996,2,,,1.237357937,0.5126832233,0.5137757841,0.1758914939
27160,11,cosmos,1.546455702,0.0507640972,1.068363165,0.4127935756,1.356072172,0.448792319,2.497920256,0.3932375949,1.65671728,0.2856865531,1.695345419,0.2542763446,2.084869658,0.6420878419,0.0593013302,0.04193931207,1.245065224,0.494124119,0.3660469847,0.2304088776,1.40995809,0.6287068495,0.3287458942,0.3673996989,2.673789119,0.9297494672,1.65436145,0.3658570202,3.829012985,0.4453421533,0.6555610711,0.4455810335,0.4394605639,0.9223694595,0.4798896216,0.9366208905,0.4394605639,3,,,1.356072172,0.6287068495,0.448792319,0.3673996989
24609,15,cosmos,1.249819309,0.1552636143,0.7277943042,0.7778148944,1.20860669,0.4369937224,1.13709523,0.1989777361,1.060893058,0.4262035037,1.039731721,0.3703878751,1.472920817,0.5128462886,0.1967875939,0.1258217941,0.8287028325,0.3690909192,0.7207520822,0.4816839093,1.430993246,0.5315462049,0.4501992821,0.3405295231,1.127687965,0.60828698,1.04404179,0.5111560129,1.124298704,0.7189411427,0.307082153,0.3908223744,0.3625088546,0.4827530035,0.4243900534,0.530080221,0.307082153,1,,,1.249819309,0.5128462886,0.1552636143,0.1258217941
25830,15,cosmos,1.251618421,0.3413519884,0.9038655419,0.8158924912,2.150003492,0.3837527976,1.914579545,0.2602927267,1.973774332,0.5207634578,1.980324987,0.5972991704,1.407911639,0.5792481806,0.3703086987,0.1241401221,1.035012734,0.4145636676,0.7932222805,0.2258194294,2.405818062,0.9907232183,0.3471380874,0.2813033281,1.961011179,0.381675003,1.762278574,0.9272648628,1.852624252,0.8228570428,0.4846393093,0.6090869253,0.6435487119,0.5462927478,0.7442996687,0.7165659272,0.4846393093,1,1.134496414,1.146701335,1.251618421,0.5792481806,0.3413519884,0.1241401221
20605,16,cosmos,2.076131852,0.2176800147,1.393423947,0.5262745096,1.521500343,0.5592553096,1.804155779,0.2769001082,1.455732163,0.2762907053,1.626645805,0.418142311,2.604076464,0.8573135368,0.2281165984,0.08921079087,1.611865599,0.6098193878,0.4618522881,0.2144713214,1.795161107,0.6943135421,0.4136208485,0.3420154757,1.497864416,0.6339197167,1.392421961,0.3772022499,1.839955008,0.5608465478,0.4703996147,0.4024802752,0.4971815297,0.5657475968,0.4339474591,0.6004846765,0.4024802752,2,,,1.393423947,0.6098193878,0.5262745096,0.2144713214
20964,16,cosmos,2.171522893,0.3077235273,1.372663166,0.6224790955,2.749997234,0.2983202635,1.419726094,0.5719229809,1.515128935,0.4685261458,2.086917185,0.7234394832,2.685789751,0.9116077933,0.287689222,0.1134229222,1.697434355,0.6093117992,0.5248794646,0.2336689414,3.061686662,1.288723681,0.2135642913,0.2132743696,1.243972071,0.9156831725,1.496118982,0.5792888597,3.244940255,0.7412164404,0.5236901393,0.4973767863,0.7189471422,0.6386352137,0.5417179329,0.9515149922,0.4973767863,2,,,1.372663166,0.6093117992,0.6224790955,0.2336689414
17262,17,cosmos,2.959322421,0,1.408980815,0.03519418056,1.356048613,0.2044188288,10.9722332,3.114703319,1.486017739,0.5817126904,1.913290984,0.6840514345,,,,,1.385401621,0.3291232874,0.05040427833,0.03016243711,1.253630257,0.3517208367,0.1649841618,0.1811178488,,,1.543869575,0.5594950575,3.897394748,0.9857921288,3.481225999,0.540807624,0.6681526366,,0.5424062838,1.184265761,0.540807624,2,,,1.408980815,0.3291232874,0.03519418056,0.03016243711
17321,17,cosmos,2.374819238,0.2489482911,1.238808903,0.562840941,1.521500107,0.5763741185,1.80219267,0.6084769109,1.888890938,0.3049716384,2.065030345,0.2992400407,2.858412849,1.123570578,0.2382219743,0.06348393542,1.454637825,0.5819319086,0.5167137716,0.1878166954,1.594242831,0.7625631095,0.472055596,0.3935805484,3.653292463,0.9311081166,1.79764709,0.5676336337,7.271477767,0.4405715947,0.6138071546,0.4990263003,0.530742612,1.113153464,0.5952127757,1.602991895,0.4990263003,2,1.107846948,1.116484548,1.238808903,0.5819319086,0.562840941,0.1878166954
17516,17,cosmos,1.29532821,0.254247606,0.950005864,0.6168870235,1.356052749,0.618041391,1.321658449,0.3532135732,0.9107784259,0.7357359047,0.9255644764,0.9212649059,1.57130091,0.552198616,0.2611912767,0.1697098642,1.148736404,0.4401761168,0.5664680748,0.3572290433,1.356498853,0.6618151181,0.5674291306,0.4393898948,1.30984912,0.7568301873,0.9216935711,0.8402515397,0.8651000026,1.082847727,0.4098042494,0.4959030439,0.5792290225,0.582540063,0.5433458352,0.6375589556,0.4098042494,1,,,1.29532821,0.552198616,0.254247606,0.1697098642
18089,17,cosmos,2.06527692,0.4334929798,0.9992508839,0.8297892725,2.675003068,0.4021113017,2.528493015,0.8514653046,1.725564629,0.4158392305,2.846693702,0.6615083185,2.290921825,0.9692682502,0.4342578233,0.05860399815,0.7954136469,0.5219710241,0.9690556844,0.423559785,2.580278618,1.320389163,0.3783460869,0.2865567262,2.301102059,1.022259872,1.707851911,0.4760078533,3.269929439,0.7045420426,0.8602085915,0.5153903344,0.8396200303,0.8901203016,0.5380431759,0.9404633591,0.5153903344,2,1.09967777,1.114655561,0.9992508839,0.5219710241,0.8297892725,0.423559785
3851,19,cosmos,1.208336145,0.2250014087,0.9500124849,0.5710103345,1.644518079,0.4549970099,3.665361537,0.3312519788,3.659762221,0.8910193048,3.44695877,1.013999797,1.42140727,0.5246218585,0.2541450461,0.160202844,1.021920968,0.463620638,0.6387828028,0.3685987748,1.671264287,0.7410529297,0.41925382,0.3478090624,3.540118624,0.7104436795,3.563857715,0.9420865077,3.480100742,1.021736521,0.8553685528,1.09702516,1.109034758,0.9954865313,1.100548287,1.118825133,0.8553685528,1,,,1.208336145,0.5246218585,0.2250014087,0.160202844
5984,19,cosmos,0.9856538601,0.4078406468,0.9999867617,0.8245856167,1.608861899,0.6839575722,1.978803295,0.28128877,1.981261732,1.756539294,1.834667133,2.034166589,1.095444505,0.415296345,0.4570136153,0.1888334387,0.8303626125,0.5155408758,1.00485441,0.4172772982,1.437234524,0.8397476913,0.7287426578,0.5226579023,1.908106904,0.5041815613,1.630178662,1.648295685,1.508415019,2.301345422,0.5062149027,1.146436642,1.238365121,0.5891452069,1.031325186,1.290877656,0.5062149027,1,,,0.9856538601,0.415296345,0.4078406468,0.1888334387
12390,20,cosmos,1.162083689,0.2017368295,0.9500163042,0.6334622452,1.381900846,0.6823234893,1.156588391,0.2532951997,0.9649714728,0.6141583552,0.9934229221,0.7918514153,1.37386937,0.5544714233,0.27338126,0.1181674483,1.009513723,0.4707756689,0.6888132124,0.2826751365,1.282729905,0.7737473401,0.6199193602,0.4961248856,1.059787585,0.4871595143,1.085815641,0.7971310952,1.356323451,0.7818044214,0.334422074,0.4537036979,0.5362850855,0.4170413753,0.5565149596,0.6023943153,0.334422074,1,1.093889333,1.10083075,1.162083689,0.5544714233,0.2017368295,0.1181674483
12460,20,cosmos,2.383646023,0.3446502131,1.431346778,0.6190234882,1.356048401,0.7735359676,2.264757328,1.000497705,1.488708857,0.8416507113,1.895818112,0.8855641055,2.833295283,1.084259177,0.3195718723,0.06924086024,1.666333015,0.6656434945,0.5434287631,0.2187739453,1.574662344,0.6541298691,0.5928199186,0.3733316491,3.585812117,1.181230395,1.605256506,0.8620580366,2.600146421,1.398789395,0.873625879,0.6540526433,0.7521460866,1.208516346,0.6855329189,1.111469702,0.6540526433,2,,,1.431346778,0.6656434945,0.6190234882,0.2187739453
14840,20,cosmos,1.418938159,1.21E-18,1.021675079,0.3358744071,1.356081759,0.386680559,1.452708239,0.2636070916,1.416277383,0.3616748004,1.341309709,0.4497971582,,,,,1.133559831,0.4766417664,0.3483897622,0.2288181566,1.285176983,0.6125763523,0.351890104,0.3344274908,,,1.434277178,0.427611748,1.339934962,0.4627435031,0.3963928394,0.4318460805,0.4555036294,,0.4639348322,0.4608508882,0.3963928394,1,1.040925977,1.040925977,1.418938159,,0,
10027,23,cosmos,1.176887819,0,0.9896933712,0.1206441175,1.55792424,0,4.872057174,1.65682423,1.369651279,0.727875805,1.288924698,0.9406705252,,,,,1.052559933,0.3340589727,,,,,,,,,,,,,,,,,,,0,1,,,1.176887819,,0,
10296,23,cosmos,1.195785743,0.2208682365,0.6746338991,0.8948955509,1.356062557,0.5576802028,1.222840448,0.2789333706,1.289358701,0.5171121937,1.312075381,1.063233453,1.421277924,0.5091740872,0.2312380731,0.1505797018,0.7774805142,0.3352470999,0.8115919789,0.4080054062,1.38215272,0.6776647797,0.5432711608,0.4451914902,1.132923264,0.6360165356,1.224409268,0.6106768096,1.311069739,1.065232997,0.3584045783,0.4746073107,0.7158445347,0.4957945255,0.5025701918,0.7165163694,0.3584045783,1,,,1.195785743,0.5091740872,0.2208682365,0.1505797018
12390,23,cosmos,1.201949531,0.1935443954,0.9936208333,0.6231875946,1.356061466,0.6760298692,2.123233866,0.2587641164,1.476129982,0.6090159749,1.479675823,0.7653008856,1.354703084,0.5692283229,0.2320937957,0.1033727028,0.7899793041,0.5511159423,0.7663315142,0.4042190282,1.418650053,0.7415135219,0.5494716672,0.464543521,2.017732684,0.4155950373,1.562600094,0.5262401704,3.479589869,1.007869338,0.5244918276,0.5507277772,0.6191894517,0.5720161008,0.5316222513,1.112712412,0.5244918276,1,1.012698579,1.018856678,1.201949531,0.5692283229,0.1935443954,0.1033727028
12460,23,cosmos,2.254725771,0.3462360856,1.483176127,0.6184659288,1.949980832,0.4808735542,1.155838976,0.9856706668,1.127639708,0.8129042692,1.260668454,0.9215754399,2.755498583,1.003854169,0.3223413304,0.1693956409,1.719724909,0.6819096471,0.5666867566,0.317978446,2.130654431,0.9306869309,0.4631119785,0.3443369931,1.101989805,1.139507259,1.152737326,0.8460090189,1.466166126,0.936428199,0.6518721624,0.5714761957,0.6444324194,0.7081274577,0.5907054388,0.690775799,0.5714761957,2,,,1.483176127,0.6819096471,0.6184659288,0.317978446
