age,CN
0.002188,1.235969108489007
0.002512,1.2368587705012513
0.002754,1.2369961528507671
0.0031620000000000003,1.2292298958349062
0.0035479999999999995,1.206134191136481
0.00389,1.195112676619203
0.0044670000000000005,1.1939577768222864
0.004898,1.1932826215190875
0.0056229999999999995,1.188682854384232
0.0063100000000000005,1.183376292590671
0.0069180000000000005,1.1649171897325785
0.007943,1.137934595574458
0.008709999999999999,1.1395511413539179
0.01,1.1431641747566905
0.01122,1.1455344224670967
0.012303,1.1323597479500782
0.014125,1.1585361409760873
0.015488,1.1686209936535614
0.017783,1.1731168941656633
0.019953,1.1714887189639729
0.021878,1.1652273865340756
0.025119,1.1615224821630317
0.027542,1.1531685313906117
0.03,1.1531009351869816
0.06,1.1337414854988048
0.1,1.1386209732150692
0.2,1.123499828430625
0.4,1.176619127106099
0.6,1.187336035925154
0.8,1.2001680625864046
1.0,1.200716149589894
1.5,1.2001680625864046
2.0,1.1565274892533444
3.0,1.0909458380137567
4.0,1.0895749431677306
5.0,1.0884422274667043
6.0,1.0880035148784826
7.0,1.0872177004428871
8.0,1.0866718338898567
9.0,1.0854187643563113
10.0,1.0844533888390302
11.0,1.083323947229672
12.0,1.0821743401665485
13.0,1.0810755207809493
14.0,1.0803526027659884
15.0,1.0793023981964012
